brand,judul,collabs,jenis_konten,hashtags,jumlah_like,date
puma,New kicks (for players only). Enter the game in style with  sneakers inspired by the game’s iconic visuals.  Available now at id.PUMA.com,,image,#PUMAxSquidGame #PUMAID,"2,468 likes",2024-12-16
puma,"Chilling, but never slowing down. @roses_are_rosie in the 🆕 pink   Out now.  🩷 id.PUMA.com PUMA Store Senayan City PUMA Store Grand Indonesia PUMA Store Lippo Mall Puri Foot Locker Senayan City ATMOS PINK Grand Indonesia Our Daily Dose Grand Indonesia JD Sports Pondok Indah Mall  🔴 id.PUMA.com PUMA Store Lippo Mall Puri  ⚫️ id.PUMA.com PUMA Store Senayan City PUMA Store Grand Indonesia PUMA Store Lippo Mall Puri Foot Locker Senayan City ATMOS PINK Grand Indonesia Our Daily Dose Grand Indonesia JD Sports Pondok Indah Mall",@roses_are_rosie,image,#Speedcat #SPEEDCAT #PUMAID,"2,352 likes",2024-12-13
puma,It’s time to enter the game. Do you have what it takes to win? 🍪   collection out now at PUMA.com and SELECT retailers.,,video,#PUMAxSquidGame #PUMAID,"1,146 likes",2024-12-13
puma,Back on track: The Speedcat is here! 🔥  Get ready to grab your Speedcat on December 13!  Stores await—swipe left to see them!,,image,#SPEEDCAT #PUMAID,"1,706 likes",2024-12-11
puma,Gassed up and ready. @dualipa’s pit stop in the new pink Speedcat 🩷  Coming on 13 December. Black and red restock 🖤❤️ New drop of pink colourway 🩷,@dualipa,video,#SPEEDCAT #PUMAID,641 likes,2024-12-09
puma,"Coming soon in black, red and pink, Speedcat continues to set the pace and rewrite what it means to be a classic.  Launching on 13 December.",,image,#SPEEDCAT #PUMAID,"12,914 likes",2024-12-08
puma,"Kesibukan bukan halangan buat Marissa untuk terus nyiapin diri, both mentally and physically, menyambut race day yang tinggal hitungan jam!  Let’s send @marissamedi some love and comment “Good luck ❤️” to cheer her on!",@marissamedi,video,#DEVIATE3 #SEETHERUNLIKEWEDO #UNLOCKYOURBEST #PUMAID,395 likes,2024-12-07
puma,Persiapan demi persiapan telah Stanley lakukan demi bisa wujudkan goals-nya to unlock his best at @planetsportsrun 2024!  Drop your kudos and cheer @stanley_j in the comments below!,"@planetsportsrun, @stanley_j",video,#DEVIATE3 #SEETHERUNLIKEWEDO #UNLOCKYOURBEST #PUMAID,413 likes,2024-12-07
puma,Semangat Pak Tommy terus membara menjelang race day!🔥  Let’s take a look persiapan @tommyzazo buat unlocking his best at @planetsportsrun 2024!👀  Show your support for Pak Tommy by dropping a cheer in the comment 🙌,"@tommyzazo, @planetsportsrun",video,#DEVIATE3 #SEETHERUNLIKEWEDO #UNLOCKYOURBEST #PUMAID,377 likes,2024-12-06
puma,Road trippin’ with @roses_are_rosie 🌵,@roses_are_rosie,video,#Speedcat #PUMAID,834 likes,2024-12-05
puma,Come along for a wild ride where racing heritage meets modern flair.,,image,#Speedcat #PUMAID,"1,843 likes",2024-12-05
puma,"Red light, green light... 👀  is coming soon. Enter if you dare.",,video,#PUMAxSquidGame,569 likes,2024-12-04
puma,"Race day just got bolder with the FAST-R NITRO ELITE 2!💥  Race day is all about comfort and performance. ULTRAWEAVE keeps you breathable, and PUMAGRIP keeps you ready for any surface.  It’s your time to feel faster and comfort at once!",,video,#FASTR #PUMAID,209 likes,2024-12-03
puma,"Meet Deviate Nitro Elite 3, everyone’s favorite shoes for race day! 🏃‍♂️💨  Level up your speed with ULTRAWEAVE and CARBON-INFUSED technology. Powered by PWRPLATE for efficient energy return, run faster with less effort.  Put it on your feet and it’s time to break your PR!",,video,#DEVIATE3 #PUMAID,443 likes,2024-12-02
puma,"Run your way with Velocity Nitro 3 🏃‍♀️✨  Velocity Nitro 3 is perfect for beginners, with its stable ProFoam base, bouncy NITROFOAM midsole, and PUMAGRIP outsole.  It will make running more enjoyable on every strides, which is how running should feel.",,video,#VELOCITY3 #PUMAID,365 likes,2024-12-01
puma,"Looking for comfort on easy runs? Meet the ForeverRun Nitro. 👟✨  With a Run Guide System for stability, dual-density NITROFOAM for balanced cushioning, and PUMAGRIP for all tracks, it’s the perfect for every run and feels effortless.  A must-have for your running journey.",,video,#ForeverRun #PUMAID,320 likes,2024-11-30
puma,"More speed, less effort with Deviate Nitro 3! 💨✨  From daily runs to speed training, these shoes have become ultimate go-to.  Engineered knit tech keeps feet cool, NITROFOAM + PWRPLATE fuel the stride, and PUMAGRIP keeps steady on any track. Most importantly, this shoe is comfortable for long periods of time and for long distances.  Speed meets comfort, every single day.",,video,#DEVIATE3 #PUMAID,359 likes,2024-11-29
puma,"Buat yang sibuk tapi tetap mau aktif dan produktif, coba nih tips simple biar tetap gerak! 👟🔥  Apalagi dengan Puma Deviate Nitro 3 yang ringan, bikin lari makin smooth dan effortless.  So, warna apa yang paling cocok sama kalian, PUMA Friends? Drop it below!  Go get these stylish and comfy running outfit at all PUMA stores and id.PUMA.com!",,image,#WalknTalk #PUMAMoments,257 likes,2024-11-29
puma,November never looked so good! ✨  PUMA Friends bringing all the outfit inspo you need 🤩Swipe left to more style!  What’s your must-have PUMA shoes this month? Drop it below!,,image,#PUMAFriendsID #PUMAID,"1,301 likes",2024-11-28
puma,"Your personality, your style! ✨  Jadi social butterfly udah kayak nama kedua para ekstrovert banget nggak sih, PUMA Friends? 🦋  Yuk, match-in MBTI kamu sama gaya favorit dari PUMA, karena style kamu bisa represent kepribadianmu!  So, are you The Visionary, The Protector, or The Performer? 🤔 Comment below!  All Extroverts outfit above are available at all PUMA Stores and id.PUMA.com!",,image,#FashionFusion #PUMAMoments,532 likes,2024-11-27
puma,"Let’s try to “Rewrite The Classics” Photo Booth, PUMA Friends! @jefrinichol tested it out already!👟😎  Don’t miss it to get a FREE PUMA Easy Rider and 250K vouchers! The best weekly photos will be featured on our in-store Videotron!  This experience ends on December 1, 2024 at PUMA Store Senayan City. Show off your best style with PUMA Easy Rider now! 🔥",@jefrinichol,video,#RewriteTheClassics #EasyRider #PUMAID,482 likes,2024-11-26
puma,"All bets on black. @roses_are_rosie, Las Vegas, and  vibes.",@roses_are_rosie,image,#Speedcat,"36,866 likes",2024-11-21
puma,"On track for something iconic. @roses_are_rosie is ready, are you?",@roses_are_rosie,image,,"16,050 likes",2024-11-20
puma,Fast lane only. Gear up for the ride with @dualipa,@dualipa,image,,312 likes,2024-11-20
puma,"Keinginan Marissa untuk jadi finisher di @planetsportsrun nggak cuma buat dapatkan medali, tapi juga sebagai coping mechanism dan ajang pembuktian to unlock her best ke keluarganya.  Time to  with @marissamedi and see you on race day!","@planetsportsrun, @marissamedi",video,#UnlockYourBest #DEVIATE3 #SEETHERUNLIKEWEDO #PUMAID,409 likes,2024-11-19
puma,"Jadi  bukanlah alasan buat Stanley nggak wujudin goals dalam hidupnya. Termasuk jadi finisher di @planetsportsrun dan unlocking his best di sana, to prove nothing can stop you once you dare to take your first step.  Will you?  Run with @stanley_j at @planetsportsrun and  together!","@planetsportsrun, @stanley_j, @planetsportsrun",video,#PelariKurangDarah #UnlockYourBest #DEVIATE3 #SEETHERUNLIKEWEDO #PUMAID,"1,091 likes",2024-11-18
puma,"Memasuki usia 51 tahun, Pak Tommy tetap semangat berlari. Ingin terus sehat dan tetap bergerak di usianya tersebut jadi motivasinya buat ikut @planetsportsrun 2024, to prove he’s still able to unlock his best there.  Let’s cheer for @tommyzazo and see you at the starting line!","@planetsportsrun, @tommyzazo",video,#DEVIATE3 #SEETHERUNLIKEWEDO #UNLOCKYOURBEST #PUMAID,433 likes,2024-11-16
puma,"Bring the heat to the street.  Welcome to the team, @astonmartinf1  @pumamotorsport","@astonmartinf1, @pumamotorsport",video,,337 likes,2024-11-14
puma,"The weekend is calling!⚡️Anyone coming to the music concert this saturday?  Music, style and the Speedcat are the perfect combo! 🔥  Unleash your Speedcat style and don’t forget to tag us!",,image,#SPEEDCAT #PUMAID,812 likes,2024-11-08
puma,"Deviate NITRO 3 WTR+ is updated with water repellent properties, reflective details, and a multi-surface grip on the outsole for strong runs all season long.",,image,#DEVIATE3 #PUMAID,"1,061 likes",2024-11-04
puma,Some style inspo for your newest sneakers. Swipe to see the many ways to wear the newest  Avanti by @badgalriri,@badgalriri,image,#FENTYxPUMA,442 likes,2024-11-02
puma,"See the run like @marissamedi, The Live Better Finisher 🫶  Finish line Marissa dalam berlari adalah untuk balance everything in her life. Kesibukannya sebagai ibu, istri, sekaligus psikolog membuatnya memilih lari sebagai salah satu coping mechanism.  Bagi Marissa, lari bukan hanya soal kesehatan fisik, tapi juga sebagai stress relief untuk menjaga kesehatan mental. Setiap langkahnya bikin dia bisa lebih connect dengan diri sendiri dan menjadi lebih mindful.",@marissamedi,image,#DEVIATE3 #SEETHERUNLIKEWEDO #PUMAID,504 likes,2024-11-01
puma,PUMA Live Push The Tempo was a blast last week! 🔥  Didn’t catch it? Relive the fun with our highlights recap🙌  Tap our Instagram Highlights to jump back in!,,video,#PUMALive #CelebrateWithPUMA #PUMAMoments,415 likes,2024-11-01
puma,"Feel the beat, break the sweat on last PUMA Live: Push The Tempo! PUMA Friends are making every sweat session a blast! 🤩💥  The next PUMA Live is bringing the heat—who’s ready to vibe with us? 👀  Check out how to join PUMA Live on our Instagram Highlights or visit our stores at Senayan City, Grand Indonesia, or Pondok Indah Mall!",,image,#PUMALive #CelebrateWithPUMA #PUMAMoments,304 likes,2024-11-01
puma,All eyes on the PUMA Friends of October! 😎✨  October just leveled up in style with these PUMA-inspired fits!  Got a sick outfit idea with your PUMA kicks? Don’t forget to tag us in your OOTD!,,image,#PUMAFriendsID #PUMAID,943 likes,2024-10-31
puma,"SWIPE LEFT TO GET PUMA EASY RIDER FOR FREE! 🤩🔥  Don’t miss out on your chance to ride in style with this Rewrite The Classics photo booth from October 25 to November 22, 2024, at the PUMA Store in Senayan City.  Psst.. The weekly best shots from PUMA Friends will get 250K vouchers and will be showcased on our in-store videotron!",,video,#RewriteTheClassics #EasyRider #PUMAID,294 likes,2024-10-30
puma,"See the run like @dasterun_dilly, The Quirky Runners 👀  Buat Mba Dilly, lari itu harus dibikin enjoy agar pas finish terasa makin fun. Salah satu caranya dengan memakai kostum yang bisa bikin dia jadi spotlight saat lari, daster.  Meski awalnya mendapat komentar negatif, gak membuat ia jera, justru jadi makin pede untuk terus pakai daster saat lari, utamanya saat full marathon. Kini, berkat konsistensinya tersebut ia diberi julukan “Dasterun” dan makin dikenal banyak orang karena keunikannya.",@dasterun_dilly,image,#DEVIATE3 #SEETHERUNLIKEWEDO #PUMAID,673 likes,2024-10-29
puma,"See the run like @stanley_j, The Braveheart Warrior 🔥  Terdiagnosa thalassemia beta mayor sejak kecil, gak membuat Stanley lari dari kenyataan. Instead, he turned it into motivation to live his best life dengan rajin berolahraga. Lewat hashtag , Stanley ingin raise awareness soal penyakit langka yang dialaminya dan encourage orang jadi lebih mindful sama kesehatan serta mulai jadikan olahraga as part of lifestyle.  Baginya, keterbatasan itu mungkin obstacle, but never be a reason to stop leveling up. The key is always listening to yourself, tahu kapan harus istirahat. Pushing limits is cool, but selfcare is cooler.",@stanley_j,image,#PelariKurangDarah #VELOCITY3 #SEETHERUNLIKEWEDO #PUMAID,751 likes,2024-10-22
puma,"Searching for weekend plans? PUMA Live is your go-to for fun and excitement! 😎🎉  Burn calories, build strength, and groove to the music at PUMA Live: Push The Tempo with @tariwirtjes on October 26th, 2024, at PUMA Flagship Store Pondok Indah Mall.  For details on how to join,  * Find the PUMA Live Box at PUMA Senayan City, Grand Indonesia or Pondok Indah Mall * Scan the QR Code of the activity you want to join * Regist and wait for your confirmation  All activities are free of charge and you can join more than one activity! See you, PUMA Friends.",@tariwirtjes,image,#CelebrateWithPUMA,505 likes,2024-10-22
puma,"The streets are calling 🔥  Easy Rider is back from the ‘70s, dripping with retro vibes and fresh colors.  Available now at id.PUMA.com and all PUMA stores!",,image,#RewriteTheClassics #EasyRider #PUMAID,"23,275 likes",2024-10-19
puma,Elevate your style with a classic twist! 👟✨  The PUMA Easy Rider brings timeless design into today’s scene.  Are you ready to create your own iconic story? Get it now at PUMA Indonesia stores and id.PUMA.com!,,image,#RewriteTheClassics #EasyRider #PUMAID,"8,019 likes",2024-10-19
puma,"Here to break new ground with classic vibes! ✨  The PUMA Easy Rider is back, blending old-school attitude with fresh energy.  Who’s ready to ride the wave?",,image,#RewriteTheClassics #EasyRider #PUMAID,"9,570 likes",2024-10-18
puma,"Turn up the classics, turn on the style! 😎  The PUMA Easy Rider is here to take you on a trip through the classics, remixed for today’s vibe.  Ready to rewrite your classics story?",,image,#RewriteTheClassics #EasyRider #PUMAID,"17,734 likes",2024-10-18
puma,"See the run like @elmarpradana, The Golden Journey Chaser ☀️  Elmar’s love for mountains and running fuels his passion for trail run. Selain jadi ajang ngejar Personal Best (PB) di trek yang berbeda-beda, trail run juga jadi momen healing, sambil nikmatin breathtaking views.  Buat dia, running di pegunungan itu udah bukan soal speed lagi, tapi gimana bisa fully enjoy the vibes. It’s more than just a run, it’s a golden journey every strides.",@elmarpradana,image,#VOYAGENITRO3 #SEETHERUNLIKEWEDO #PUMAID,322 likes,2024-10-18
puma,@badgalriri in the newest  Avanti. Launching Soon.,@badgalriri,image,#FENTYxPUMA #PUMAID,579 likes,2024-10-16
puma,We heard something is coming soon…,,video,#FENTYxPUMA,651 likes,2024-10-15
puma,"The Speedcat OG Red & Black 🔴⚫ is still available, but stock is running out soon.  Get to the store before they’re gone! This classics doesn’t wait, why should you?",,image,#SPEEDCAT #PUMAID,"2,237 likes",2024-10-14
puma,"See the run like @tommyzazo, The Veteran Challenger ✨  Seorang pelari senior, sempat vakum berlari karena pandemi tak membuatnya memilih gantung sepatu dan berhenti, justru makin semangat berlari.  Kini, menuju usia 51 tahun, beliau masih terus berlari dan menikmati langkah demi langkahnya. Karena bagi beliau, dengan peduli terhadap kesehatan adalah salah satu bentuk kasihnya untuk keluarga tercinta.",@tommyzazo,image,#DEVIATE3 #SEETHERUNLIKEWEDO #PUMAID,315 likes,2024-10-13
puma,"Grab the PUMA Speedcat OG Red & Black before it’s too late! Only a few left in store🔥  See you at these stores: 📍PUMA Grand Indonesia 📍PUMA Senayan City 📍PUMA Pondok Indah Mall 2 📍PUMA Lippo Mall Puri 📍PUMA Bali Icon 📍JD Sports Mall Kelapa Gading 📍Foot Locker Grand Indonesia 📍Foot Locker Kota Kasablanka 📍Foot Locker Beachwalk Bali  Hurry up, these won’t be around for long!",,image,#SPEEDCAT #PUMAID,721 likes,2024-10-13
puma,Fresh kicks alert 🚨  The PUMA Speedcat Archive and OG drops today!  Get yours while they last 🔥,,video,#SPEEDCAT #PUMAID,671 likes,2024-10-12
puma,"See the run like @dejansavi_, The Dress Well Worshipper ✨  Buat dia, dressing well itu gak sekadar ngasih good impression lewat fashion yang hype dan trendy aja, tapi juga soal gimana lo bisa make yourself comfort with it, apalagi saat lari dan bertemu banyak orang.  As long as itu fit in dengan style yang pengen lo achieve dan bikin lo ngerasa nyaman saat berlari, own it and run with joy and confidence!",@dejansavi_,image,#DEVIATE3 #SEETHERUNLIKEWEDO #PUMAID,320 likes,2024-10-11
puma,"Team Archive or Team OG? 👀  October 12 at 10 AM, grab the Archive in Haute Coffee & Light Blue at: ▪️ id.puma.com ▪️ Our Daily Dose Kota Kasablanka  The OG Red & Black restock at: ▪️ id.puma.com ▪️ PUMA PIM 2 ▪️ PUMA Senayan City ▪️ PUMA Grand Indonesia ▪️ PUMA Lippo Mall Puri ▪️ PUMA Bali Icon ▪️ Foot Locker Kota Kasablanka ▪️ Foot Locker Grand Indonesia ▪️ Foot Locker Beachwalk Bali ▪️ JD Sports Mall Kelapa Gading  Let us know your pick! 😍",,image,#SPEEDCAT #PUMAID,"1,101 likes",2024-10-10
puma,"Ready to REWRITE THE CLASSICS in your own style? 🎉  @jefrinichol with the all-time classic, PUMA Easy Rider, is officially here to re-ignite your style! 🚀👟 Step up with a classic that’s made for every occasion – dari city strolls sampai weekend vibes, siap jadi your new go-to.  Drop your thoughts below, and let’s bring back the retro vibes with a fresh twist! 💥",@jefrinichol,video,#RewriteTheClassics #EasyRider #PUMAID,"9,662 likes",2024-10-10
puma,"Kickin’ back, gearing up, you’ll want to be part of this ride🚀  Can you guess what’s coming next?  Stay tuned on PUMA’s Instagram for the big reveal! 👀",,image,#RewriteTheClassics #PUMAID,"4,210 likes",2024-10-09
puma,Be bold. The iconic Speedcat is revving up in coffee brown.🤎  We’re born to break through barriers.  Countdown 👉 𝟑 𝐃𝐀𝐘𝐒,,image,#SPEEDCAT #PUMAID,"1,683 likes",2024-10-09
puma,"Witness the evolution of speed.  The new Deviate 3 is faster, lighter, and more responsive than ever before.",,video,#DEVIATE3 #SEETHERUNLIKEWEDO #PUMAID,363 likes,2024-10-08
puma,Speedcat is making a clutch comeback. Who’s on Team Blue? 💙  Countdown 👉 𝟒 𝐃𝐀𝐘𝐒,,image,#SPEEDCAT #PUMAID,"1,483 likes",2024-10-08
puma,"Unleash your style. 💙🤎  From track to streets, Speedcat Archive defies limits.  New colourways dropping in 𝟓 𝐃𝐀𝐘𝐒",,video,#SPEEDCAT #PUMAID,368 likes,2024-10-07
puma,"Built in the garage, worn on the streets. 🏁  The new @ASAPROCKY x PUMA collection is available on PUMA.com.",@ASAPROCKY,image,#PUMAXASAPROCKY #PUMAID,805 likes,2024-10-03
puma,"Couldn’t catch last week’s PUMA Live Beats & Burpees? No worries, relive all the best moments now with our highlights recap! 🔥🙌  Check out our Instagram Highlights to join the fun over at PUMA Live!",,video,#PUMALive #CelebrateWithPUMA #PUMAMoments,286 likes,2024-10-01
puma,"Sweat, laugh, and repeat! PUMA Live: Beats & Burpees had everyone feeling the burn with a smile 🤩🔥  Next PUMA Live coming in hot! Who’s in? 👀  Check out how to join PUMA Live on our Instagram Highlights or visit our stores at Senayan City, Grand Indonesia, or Pondok Indah Mall!",,image,#PUMALive #CelebrateWithPUMA #PUMAMoments,334 likes,2024-10-01
puma,Clueless about how to mix up your outfits? 🤔  Fresh fits from the PUMA Friends coming your way this September! ✨  Punya ide buat mix and match outfit pakai sepatu PUMA lainnya? Tag us on your OOTD!,,image,#PUMAFriends #PUMAID,"1,166 likes",2024-09-29
puma,There’s a run for everyone. 💪  Feel the freedom to run your way.,,video,#DEVIATE3 #SEETHERUNLIKEWEDO #PUMAID,"2,869 likes",2024-09-26
puma,"Go wherever your feet take you - endless runs, endless possibilities.  💥Countdown to Surprise: 1 DAY",,video,#DEVIATE3 #SEETHERUNLIKEWEDO #PUMAID,346 likes,2024-09-25
puma,Real runners coming through🏃🔥,,video,#DEVIATE3 #SEETHERUNLIKEWEDO #PUMAID,307 likes,2024-09-23
puma,"This weekend, it’s all about getting fit! 😎💪🏻  Get ready to sweat and groove at 𝐏𝐔𝐌𝐀 𝐋𝐢𝐯𝐞: 𝐁𝐞𝐚𝐭𝐬 & 𝐁𝐮𝐫𝐩𝐞𝐞𝐬 with Coach @gilangrezaaa powered by our live DJ on September 28 at PUMA Flagship Senayan City.  For details on how to join,  * Find the PUMA Live Box at PUMA Senayan City, Grand Indonesia or Pondok Indah Mall * Scan the QR Code of the activity you want to join * Regist and wait for your confirmation  All activities are free of charge and you can join more than one activity.  Let’s break a sweat together. See you, PUMA Friends!",@gilangrezaaa,image,#CelebrateWithPUMA,182 likes,2024-09-23
puma,"Get ready! A fresh new activity is dropping on PUMA Live next week 🤩  Looking to level up your fitness? It’s time for you to join the fun! 🎉  Swipe left to know how to join and discover more PUMA Live activities at Senayan City, PIM, and Grand Indonesia stores!",,image,#CelebrateWithPUMA,128 likes,2024-09-22
puma,"All wiped off the shelves!  Missed out on the Speedcat drop? 👀 Don’t worry, something even more special is coming soon.  Don’t blink—you won’t wanna miss it the second time!",,image,#SPEEDCAT #PUMAID,"3,075 likes",2024-09-19
puma,"Speedcat is racing back now.  19 SEP 🔥 Only at PUMA.COM and @footlockerid Senayan City.  First to cop, first to flex! – limited availability only.",@footlockerid,image,#SPEEDCAT #PUMAID,"1,507 likes",2024-09-18
puma,"🚨GIVEAWAY ALERT 🚨  Ready to win a pair of Palermo’s, PUMA Friends? Join our giveaway challenge NOW!  Here’s how: 1. Follow @pumaindonesia & like this post 2. Comment your answer and tag 3 friends 3. Screenshot your favorite color of Puma Palermo Vintage and share to your story with   4. ⁠Winners will be announced 1 week after the giveaway is held  Get ready to rock your PUMA Palermo! Good luck!",@pumaindonesia,video,#PUMAPalermo #PUMAID #PassionPrize #PUMAID,"1,437 likes",2024-09-18
puma,"Get concert-ready with PUMA Outfit Inspo! 🪩💃🏻🕺🏻✨  Siapa yang hari ini atau besok nonton konser Mas Bruno Mars, PUMA Friends?  Gak cuma hafalin lirik lagu biar nonton konser makin seru, outfit yang kece juga harus jadi perhatian khusus! Dari outfit yang standout sampai yang super nyaman buat sing along, we’ve got everything you need to rock the night in style.  Swipe through to discover how to elevate your concert look with PUMA and get yours at all PUMA stores and id.PUMA.com!",,image,#FashionFusion #PUMAMoments,166 likes,2024-09-13
puma,"Summer with PUMA’s freshest styles! Whether you’re strolling through the city or catching up with friends, we’ve got everything you need to own the summer.  Swipe through and get inspired for your next summer walk☀️",,image,#WalknTalk #PUMAMoments,178 likes,2024-09-09
puma,"See the fun we had with PUMA Southeast Asia Motorsport Ambassador @akiyamachoo and PUMA Friends at PUMA Car Club 2024 at GIOI PIK! 🏎️🏁🔥  Here’s a sneak peek of the excitement! From spectacular performance by @tuantigabelas, racing simulators, punching games, and glambots… Everyone’s having a blast! And of course, got to chill with JW Blonde too 🍻","@akiyamachoo, @tuantigabelas",image,#PUMACARCLUB2024 #PUMAMotorsport #PUMAID,"1,909 likes",2024-09-07
puma,Outfit check! 👕👟  Sexyama and Adit Insomnia showed off their best outfits for the PUMA Car Club. @akiyamachoo @adit_insomnia  Whose style is on point? Drop your emojis and let us know! 😎🔥,"@akiyamachoo, @adit_insomnia",video,#PUMACARCLUB2024 #PUMAMotorsport #PUMAID,104 likes,2024-09-07
puma,Sexyama’s feeling the beat—Tuan Tigabelas just set the stage on fire! 🎤🔥 @akiyamachoo @tuantigabelas,"@akiyamachoo, @tuantigabelas",video,#PUMACARCLUB2024 #PUMAMotorsport #PUMAID,129 likes,2024-09-06
puma,Vroom vroom 🏎️💨Gearing up for style!  Sexyama’s checking out the motorsport drip—who’s got the winning look? @akiyamachoo Comment below!,@akiyamachoo,video,#PUMACARCLUB2024 #PUMAMotorsport #PUMAID,96 likes,2024-09-06
puma,Sexyama @akiyamachoo and @Kelly_tandiono are ready to battle it out in style! Whose style are you loving? 🔥💃🕺🏻,"@akiyamachoo, @Kelly_tandiono",video,#PUMACARCLUB2024 #PUMAMotorsport #PUMAID,162 likes,2024-09-06
puma,"Two styles, one Glambot. When fashion becomes a battle, who’s your pick?✨ @akiyamachoo @kelly_tandiono","@akiyamachoo, @kelly_tandiono",image,#PUMACARCLUB2024 #PUMAMotorsport #PUMAID,276 likes,2024-09-05
puma,Throwback to the epic PUMA Car Club Pong Challenge!🔥  Watch Sexyama @akiyamachoo vs Raden Rauf @radenrauf battle it out in a game of skill and fun.  What do you think of Sexyama’s skills in this game?,"@akiyamachoo, @radenrauf",video,#PUMACARCLUB2024 #PUMAMotorsport #PUMAID,105 likes,2024-09-05
puma,"Speed, strategy, and style collided at the PUMA Car Club! 🏁  Watch Sexyama @akiyamachoo and @radenrauf go head-to-head in the ultimate driving simulator showdown, answering ‘This or That’ while keeping their cool on the track.  Who’s got the better driving style?","@akiyamachoo, @radenrauf",video,#PUMACARCLUB2024 #PUMAMotorsport #PUMAID,152 likes,2024-09-05
puma,"Style isn’t just about clothes, it’s an attitude! Whether it’s Sexyama’s @akiyamachoo effortless cool or Raden Rauf’s @radenrauf bold flair, who do you think drives their style better? 🕶️🔥","@akiyamachoo, @radenrauf",image,#PUMACARCLUB2024 #PUMAMotorsport #PUMAID,236 likes,2024-09-04
puma,Exclusive talk with Sexyama @akiyamachoo at the PUMA Car Club!✨  Get a glimpse into his world as he shares his thoughts and experiences.  Drop your reactions with emojis in the comments for Sexyama’s epic answers!🥰,@akiyamachoo,video,#PUMACARCLUB2024 #PUMAMotorsport #PUMAID,164 likes,2024-09-04
puma,"It’s a showdown between the unstoppable Sexyama @akiyamachoo and the fierce Jefri @jefrinichol! Who’s your fighter?, Cast your vote and guess the score! 🥊💪","@akiyamachoo, @jefrinichol",video,#PUMACARCLUB2024 #PUMAMotorsport #PUMAID,832 likes,2024-09-03
puma,"When Sexyama @akiyamachoo meets Jefri @jefrinichol, the unexpected awaits.  Ready for the big reveal? 💥🥊","@akiyamachoo, @jefrinichol",image,#PUMACARCLUB2024 #PUMAMotorsport #PUMAID,"1,111 likes",2024-09-03
puma,"Relive the highlights from an incredible night at the PUMA Live Store Take Over! 🎤🎸🥁🎶  Want to win some cool prizes for FREE? 👀  Join our PUMA Karaoke challenge, 1 - 30 September 2024 at PUMA Flagship Store Grand Indonesia.  Check our Instagram Story for details!",,video,#PUMALive #CelebrateWithPUMA #PUMAMoments,"1,949 likes",2024-09-02
puma,"From the stage to the store with music, style, and good vibes—PUMA Live Store Take Over had it all with @tuantigabelas and @theadamsband in the house! 🎸🥁🎶🎉  Who’s gearing up for the next PUMA Live?  Check out how to join PUMA Live on our Instagram Highlights or visit our stores at Senayan City, Grand Indonesia, or Pondok Indah Mall!","@tuantigabelas, @theadamsband",image,#PUMALive #CelebrateWithPUMA #PUMAMoments,363 likes,2024-08-31
puma,"PUMA Friends own the spotlight! 👟✨  August just got cooler with these PUMA-inspired outfit ideas.  Sepatu apa yang jadi favorit kalian di bulan Agustus, PUMA Friends? Share your comments!",,image,#PUMAFriendsID,"1,715 likes",2024-08-31
puma,"Speed and style on every step. PUMA  is taking over the streets 🖤🔥  Thank you for the incredible support—Speedcat is sold out! Don’t worry, register your interest now on 👉id.PUMA.com and be the first to reignite your style when Speedcat returns.",,image,#Speedcat #SPEEDCAT #RewriteTheClassics #PUMAID,"12,179 likes",2024-08-30
puma,"Thank you for your enthusiasm, PUMA Speedcat is officially sold out 🎉  Could a restock be coming soon? Stay tuned and find out.",,video,#SPEEDCAT #PUMAID,"5,075 likes",2024-08-29
puma,"Ready to race to get your Speedcat TOMORROW? 🏎️🏁🔥  Grab yours at PUMA Stores Senayan City, Lippo Mall Puri, Grand Indonesia and @ourdailydoseid Pondok Indah Mall 2.",@ourdailydoseid,image,#SPEEDCAT #PUMAID,"5,919 likes",2024-08-28
puma,Celebrate the legacy of the Porsche 911 “The Legend of Turbo” with PUMA x Porsche Legacy latest Motorsport collection in a blend of history and style.  Available at id.PUMA.com or selected PUMA stores.,,image,#PUMAMotorsport #PUMAID,191 likes,2024-08-27
puma,Embody the electrifying power of modern automotive engineering with the new PUMA x BMW’s Motorsport collection.⚡  Remastered classics out now at id.PUMA.com and selected PUMA stores.,,image,#PUMAMotorsport #PUMAID,107 likes,2024-08-27
puma,"Kick into high gear with the new PUMA x Scuderia Ferrari Motorsport collection, boldly designed for speed, style, and comfort.  Stay fast and get the new collection at id.PUMA.com and selected PUMA stores.",,image,#PUMAMotorsport #PUMAID,123 likes,2024-08-27
brand,judul,collabs,jenis_konten,hashtags,jumlah_like,date
reebok,Tips Liburan Makin Seru & Nyaman: ✅ Pilih kaos berbahan ringan + cepat kering ✅ Celana fleksibel bikin kamu bebas bergerak ✅ Sepatu nyaman yang siap menemani langkahmu  Tampil stylish dan nyaman selama liburan? Semua ada di Reebok! 😎🎁  💻 Cek koleksinya di reebok.id atau klik link di bio. 🛒 Dapatkan juga di outlet Reebok & mitra resmi.,,image,,142 likes,2024-12-25
