brand,nama_produk,username,star,date,comment,sentiment,confidence_sentiment_score,aspect_sentiments,Keywords Tags
adidas,adidas Men's Grand Court 2.0,Ryan D,1,7-Jul-23,im starting to see a trend with shoe companies nowadays years ago shoes were made better and larger my feet have stayed the same size but i have been looking for shoes in the last month or so and they are all way too narrow this wasnt an issue years ago they make them smaller and smaller shoes these days are made for skinny people,neutral,0.545068204,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['ago', 'smaller', 'years', 'nowadays', 'companies', 'trend', 'stayed', 'skinny', 'starting', 'shoes']"
adidas,adidas Men's Grand Court 2.0,ATLAR,1,7-Nov-23,play video im very disappointed adidas brand has always made good quality shoes idk why these shoes started splitting around the toes i think they were glued together instead of being stitched thus creating an inferior version of shoe they are such comfy great looking shoes and i love them but now they are ruined bummer,negatif,0.710766792,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['splitting', 'creating', 'bummer', 'inferior', 'idk', 'ruined', 'stitched', 'glued', 'shoes', 'video']"
adidas,adidas Men's Grand Court 2.0,Martin,1,24-Jun-23,i purchased these sneakers to play pickleballi kept having ankle soreness especially my right ankle saw a podiatrist who looked at these sneakers and said they did not provide good ankle stability rested switched to a different sneaker and now ankle is fine,negatif,0.58042419,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['ankle', 'pickleballi', 'podiatrist', 'rested', 'soreness', 'switched', 'stability', 'sneakers', 'provide', 'kept']"
adidas,adidas Men's Grand Court 2.0,Vanya Hernandez,1,7-May-24,ripped completely within one month use im wondering if they were original now,neutral,0.796040595,"{'price': 'negative', 'quality': 'negative'}","['wondering', 'ripped', 'completely', 'month', 'original', 'use', 'im']"
adidas,adidas Men's Grand Court 2.0,steven Mackenzie,1,11-May-24,play video after using them during the day i noticed that my feet hurt a lot and when i took them off i noticed that my shoes arrived without insoles,negatif,0.514700234,"{'comfort': 'negative', 'quality': 'negative'}","['noticed', 'video', 'play', 'using', 'insoles', 'took', 'hurt', 'lot', 'arrived', 'day']"
adidas,adidas Men's Grand Court 2.0,Cliente de Amazon,1,20-Jul-23,the box in which the tennis shoes arrived was a mess horrible ive been all torn and wrinkled this was a gift and i wont be able to deliver it with the box because its in terrible condition what a bad service and disrespect for the customer,negatif,0.981736422,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['disrespect', 'deliver', 'box', 'mess', 'wrinkled', 'torn', 'horrible', 'customer', 'service', 'terrible']"
adidas,adidas Men's Grand Court 2.0,Estelle Virginia,1,21-Oct-22,the insoles dont stay put and constantly bunch up i wish my kid would have told me before the return window expired the insoles are thin and dont stay in place and are constantly moving around in his shoes and they are so wrinkled they wont go back in flat hes only had them a month weve never had a pair of shoes like this especially not adidas terrible,negatif,0.87499994,"{'comfort': 'negative', 'quality': 'negative'}","['constantly', 'stay', 'insoles', 'expired', 'weve', 'bunch', 'wrinkled', 'hes', 'moving', 'dont']"
adidas,adidas Men's Grand Court 2.0,KAC,1,26-Jul-23,these shoes literally fell apart in months i had previously purchased the original grand court version they last month or more i have replaced the with the originals,negatif,0.844018996,{'quality': 'negative'},"['replaced', 'previously', 'court', 'grand', 'originals', 'literally', 'fell', 'version', 'month', 'apart']"
adidas,adidas Men's Grand Court 2.0,Angelo,1,5-May-23,i bought a white and black pair at the same time no issues with the black pair the white pair however had a stain on bottom of shoe and a small cut on the side of the shoe will be returning,neutral,0.543746173,"{'comfort': 'negative', 'quality': 'negative'}","['pair', 'black', 'white', 'stain', 'cut', 'issues', 'returning', 'shoe', 'small', 'time']"
adidas,adidas Men's Grand Court 2.0,brinannie,1,17-Jan-23,shoes are moldy was wondering why my fee were hurting looked inside and full of mold these shoes do not breathe and if your feet sweat guess what the outcome will be months of use wont let me exchange just refund and replace at double the priceno thank you plastic shoes beware,negatif,0.957361341,"{'comfort': 'negative', 'quality': 'negative'}","['outcome', 'priceno', 'moldy', 'breathe', 'mold', 'wondering', 'sweat', 'double', 'fee', 'hurting']"
adidas,adidas Men's Grand Court 2.0,RONALD MCNALLY,1,26-Jun-23,i dont know if it is a mislabel but i could hardley get it on i guess it was a because i got it on but could walk in it tag inside show said size us,neutral,0.708882749,"{'comfort': 'negative', 'design': 'negative', 'price': 'positive', 'quality': 'negative'}","['hardley', 'mislabel', 'tag', 'guess', 'said', 'know', 'inside', 'walk', 'got', 'dont']"
adidas,adidas Men's Grand Court 2.0,James E. Brittain,1,5-May-23,had these almost exactly months and the soles are already separating from the tops these have been used for casual stuff like sitting and at most a trip or to the grocery store,neutral,0.847207904,"{'comfort': 'negative', 'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['grocery', 'separating', 'stuff', 'sitting', 'trip', 'tops', 'casual', 'exactly', 'soles', 'store']"
adidas,adidas Men's Grand Court 2.0,Ardavan,1,19-Feb-24,the product isnt great quality and doesnt last long,negatif,0.967196584,{'quality': 'negative'},"['isnt', 'doesnt', 'long', 'product', 'quality', 'great']"
adidas,adidas Men's Grand Court 2.0,japauh,1,28-Sep-23,these shoes are just for show dont even try and take a short walk or your shins and feet will be sore for weeks,negatif,0.95030874,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['shins', 'sore', 'short', 'weeks', 'try', 'walk', 'dont', 'just', 'feet', 'shoes']"
adidas,adidas Men's Grand Court 2.0,Marco,1,2-Aug-23,the product unglued after a month of non intense use its a shame if you think that is an adidas product,negatif,0.792597055,{'quality': 'negative'},"['product', 'intense', 'unglued', 'non', 'shame', 'month', 'think', 'adidas', 'use']"
adidas,adidas Men's Grand Court 2.0,Jeykov,1,16-Oct-23,they dont seem to be original sneakers and they were damaged a month after wearing them,negatif,0.851321936,{'quality': 'negative'},"['damaged', 'month', 'original', 'wearing', 'sneakers', 'dont']"
adidas,adidas Men's Grand Court 2.0,luis,1,9-Dec-23,the shoes are very nice if i had two straight feet they would be excellent i wont be able to use them,positif,0.890230298,"{'comfort': 'negative', 'quality': 'positive'}","['straight', 'able', 'wont', 'excellent', 'use', 'nice', 'feet', 'shoes']"
adidas,adidas Men's Grand Court 2.0,Squeaky,1,1-Oct-23,these shoes are so squeaky i am unable to wear them,negatif,0.972874463,"{'comfort': 'negative', 'quality': 'negative'}","['squeaky', 'unable', 'wear', 'shoes']"
adidas,adidas Men's Grand Court 2.0,TAVO,1,25-Nov-23,i these shoes are all plastic not leather,negatif,0.862207472,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['plastic', 'leather', 'shoes']"
adidas,adidas Men's Grand Court 2.0,John,1,14-Sep-23,dont buy if you have wide feet,negatif,0.59392792,"{'comfort': 'negative', 'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['wide', 'buy', 'dont', 'feet']"
adidas,adidas Men's Grand Court 2.0,Michael Erasmus,1,12-Apr-23,this was supposed to be a gift how can i share this with someone in this state,negatif,0.535759032,"{'comfort': 'negative', 'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['share', 'state', 'supposed', 'gift']"
adidas,adidas Men's Grand Court 2.0,AndreuE1999,1,17-Jun-23,buy size and they are size,neutral,0.758056104,"{'comfort': 'positive', 'price': 'positive'}","['size', 'buy']"
adidas,adidas Men's Grand Court 2.0,Juan,1,4-Jul-23,the wrong size arrived,negatif,0.824469209,"{'comfort': 'negative', 'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['wrong', 'arrived', 'size']"
adidas,adidas Men's Grand Court 2.0,Sami,1,22-May-23,it arrived with the sole detached,neutral,0.818254769,"{'comfort': 'positive', 'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['detached', 'arrived', 'sole']"
adidas,adidas Men's Grand Court 2.0,Mike,1,28-Jan-24,this shoe says available but doesnt list the size anywhere size fits all i guess,neutral,0.632165611,"{'comfort': 'positive', 'design': 'negative', 'quality': 'negative'}","['list', 'available', 'guess', 'says', 'doesnt', 'size', 'fits', 'shoe']"
adidas,adidas Men's Grand Court 2.0,Amazon Customer,1,10-Jul-24,these are crap they are defective it did not have the whole inside of the tongue stitched into it its not a complete shoe so obviously these are defective batches being sold for the same price i was very disappointed obviously as you can see in the photo they are dirty because he is wearing them anyways i couldnt be bothered to return them but i will not be buying these again,negatif,0.982395887,"{'design': 'negative', 'quality': 'negative'}","['defective', 'obviously', 'batches', 'anyways', 'bothered', 'crap', 'complete', 'stitched', 'sold', 'photo']"
adidas,adidas Men's Grand Court 2.0,SZ,1,24-Nov-24,shoes were delivered soaking wet the box was wide open under the rain not in any kind of bag or packaging just the original cardboard box tbey are so wet that im considering throwing out the shoes have the shoes and they are comfortable but come on amazon on prime delivery,negatif,0.507624626,"{'comfort': 'negative', 'quality': 'negative'}","['wet', 'soaking', 'tbey', 'box', 'throwing', 'cardboard', 'bag', 'open', 'rain', 'prime']"
adidas,adidas Men's Grand Court 2.0,Richard Dunning,1,11-Dec-24,stiff and cheap are they really adidas or knock offs hard material never had an adidas shoe like this before wont recommend these and would appreciate refund,negatif,0.48327148,"{'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['adidas', 'appreciate', 'offs', 'knock', 'refund', 'stiff', 'wont', 'cheap', 'material', 'hard']"
adidas,adidas Men's Grand Court 2.0,Stu Wilson,1,22-Oct-24,too small and amazon have made the return process a pain in the arse,negatif,0.929683626,"{'design': 'negative', 'quality': 'negative'}","['arse', 'process', 'pain', 'amazon', 'return', 'small']"
adidas,adidas Men's Grand Court 2.0,Antonio,1,15-Sep-24,very poor quality not adidas quality and standardthat makes me doubt the authenticity of the product,negatif,0.947124839,"{'comfort': 'negative', 'quality': 'negative'}","['standardthat', 'authenticity', 'quality', 'doubt', 'poor', 'makes', 'adidas', 'product']"
adidas,adidas Men's Grand Court 2.0,Jackie,1,8-Apr-24,these shoes squeak like crazy when walking in them its weird because the white version i bought is perfectly normal im throwing these in the trash,negatif,0.867025614,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['throwing', 'trash', 'squeak', 'crazy', 'version', 'weird', 'normal', 'perfectly', 'walking', 'white']"
adidas,adidas Men's Grand Court 2.0,Jerry T.,1,19-Jul-23,very uncomfortable insoles are terribly thin support is terrible made of cheap plasticrubber just the worst shoe,negatif,0.981682897,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['plasticrubber', 'terribly', 'worst', 'terrible', 'insoles', 'cheap', 'uncomfortable', 'support', 'just', 'shoe']"
adidas,adidas Men's Grand Court 2.0,Fabrizio,1,7-Dec-22,these shoes are not comfortable at all not even a bit,negatif,0.972212017,"{'comfort': 'negative', 'quality': 'negative'}","['bit', 'comfortable', 'shoes']"
adidas,adidas Men's Grand Court 2.0,philippe bessette,1,20-Oct-22,dont tighten your big toes too much,neutral,0.65597415,"{'comfort': 'negative', 'design': 'negative', 'price': 'negative', 'quality': 'positive'}","['tighten', 'toes', 'big', 'dont']"
adidas,adidas Men's Grand Court 2.0,Antonio,1,8-Sep-23,its not the same product its a different sole the adidas legend on the tongue is stitched the insole is a different color and the shattered case is fastened with a garter,neutral,0.765006542,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['different', 'fastened', 'garter', 'legend', 'shattered', 'stitched', 'case', 'insole', 'tongue', 'adidas']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Anubhav Rai,5,31-Aug-24,i was fascinated by the ultraboost atr range these will be my primary travel shoes for my upcoming euro trip i was looking for a good looking walking shoes and this checks all my boxes the seller was great product is great i went a half a size up from my nike shoes for them to be comfortable adidas ultraboost is a good combination of of comfortable and good looking lifestyle shoes the closest i could get in nike was air max plus,positif,0.983529627,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['ultraboost', 'looking', 'nike', 'good', 'atr', 'fascinated', 'lifestyle', 'upcoming', 'shoes', 'closest']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Kevin,5,20-Nov-23,perfect for running on dry roads the shoe is a little narrow and squeezes a bit so its not the best for regular use this is my second pair they are well made and pretty durable if you are using them for its intended purpose ive used my first pair for years and its still holding up great looking shoes and color way,positif,0.858020425,"{'comfort': 'positive', 'quality': 'positive'}","['roads', 'intended', 'squeezes', 'purpose', 'dry', 'holding', 'pair', 'using', 'best', 'durable']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Rachel,5,22-Nov-24,comfortable lightweight,positif,0.500967503,"{'comfort': 'positive', 'quality': 'positive'}","['lightweight', 'comfortable']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Amazon Customer,5,27-Oct-24,great fit great value for the money,positif,0.914412081,"{'comfort': 'positive', 'price': 'positive', 'quality': 'positive'}","['great', 'value', 'money', 'fit']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Scott R.,5,18-Dec-24,extremely comfortable and one of the nicer colors i have seen,positif,0.975302398,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['nicer', 'seen', 'extremely', 'colors', 'comfortable']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Jer,5,16-Dec-24,second pair i have owned best gym show out there,positif,0.864238381,{'quality': 'positive'},"['owned', 'gym', 'best', 'second', 'pair']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Amazon Customer,5,14-Dec-24,be sure to purchase size larger,neutral,0.720502019,"{'comfort': 'positive', 'design': 'positive', 'price': 'positive', 'quality': 'positive'}","['larger', 'sure', 'purchase', 'size']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Pete Nielsen,5,22-Aug-24,the adidas upper forefoot stretch is not as it used to be i have a wide foot and have earlier adidas shoes that stretch nicely i had to return the shoes only for this reason,neutral,0.484146059,"{'comfort': 'negative', 'quality': 'negative'}","['stretch', 'forefoot', 'adidas', 'earlier', 'nicely', 'upper', 'reason', 'used', 'shoes', 'wide']"
adidas,adidas Men's Ultraboost 1.0 Shoe,UGGH,5,28-May-24,bought these for my husband for a disney trip walked around the parks in weather and still remained comfortable there was a piece of the tongue that dug into the top of his feet when they were a little swollen after walking steps other than that great shoe,positif,0.736075461,"{'comfort': 'positive', 'quality': 'positive'}","['dug', 'remained', 'swollen', 'parks', 'disney', 'weather', 'piece', 'steps', 'trip', 'walked']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Rio Costanzo,5,16-Jul-24,ive historically spent less than on all my shoes these were a great purchase i feel like im walking on clouds,positif,0.933886766,"{'comfort': 'positive', 'price': 'positive', 'quality': 'positive'}","['historically', 'clouds', 'spent', 'purchase', 'walking', 'feel', 'ive', 'im', 'great', 'like']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Neal C.,5,24-Feb-24,love the ultra boosts they hold up well super comfortable slide on and off and hug the feet use at the gym and for casual old pairs for hiking went with a little more color this time glad i did i am typically between an and they fit true but the is better for me definitely too snug,positif,0.976939142,"{'comfort': 'positive', 'quality': 'positive'}","['hug', 'ultra', 'boosts', 'hiking', 'slide', 'typically', 'glad', 'hold', 'gym', 'snug']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Brady,5,16-Jan-24,i love how these hold up i took them to disney and even in the rain they held up and dried really quick plus they were so comfortable while walking for over hours a day,positif,0.987858057,"{'comfort': 'positive', 'quality': 'positive'}","['dried', 'disney', 'rain', 'held', 'hold', 'plus', 'quick', 'hours', 'took', 'walking']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Todd,5,24-Feb-24,great colors with a great fitting shoe i wear in adidas and all but a few pair ive ever ordered hasnt been perfect cool kix,positif,0.594265223,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['kix', 'great', 'fitting', 'cool', 'colors', 'adidas', 'ive', 'perfect', 'ordered', 'pair']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Norma Zeitlin,5,13-May-24,comfortable arch support and good looks,positif,0.92782402,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['arch', 'looks', 'support', 'good', 'comfortable']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Charlie,5,25-Feb-24,great shoes my son wears them everyday,positif,0.972808242,"{'comfort': 'positive', 'quality': 'positive'}","['wears', 'everyday', 'son', 'great', 'shoes']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Josh,5,27-Feb-24,extremely comfortable highly recommend,positif,0.941381991,"{'comfort': 'positive', 'quality': 'positive'}","['highly', 'extremely', 'recommend', 'comfortable']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Mattyice19,5,6-Jan-24,fit real nice and feel supportive,positif,0.934833407,"{'comfort': 'positive', 'quality': 'positive'}","['supportive', 'real', 'feel', 'nice', 'fit']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Cory Folts,5,4-Jul-23,very comfortable and breathable,positif,0.949279547,"{'comfort': 'positive', 'quality': 'positive'}","['breathable', 'comfortable']"
adidas,adidas Men's Ultraboost 1.0 Shoe,R Singh,5,14-Apr-21,great running shoe better than nike comfortable and looks good definitely recommend i was a nike guy and now its adidas for me,positif,0.969899654,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['nike', 'guy', 'running', 'better', 'definitely', 'looks', 'adidas', 'recommend', 'good', 'great']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Esi,5,20-Jun-23,i had them that i loved i already have them in several colors and they are one of the most beautiful things for my feet didnt skimp on the comfort and quality my feet are worth it ive walked hours and they wont abandon me thanks,positif,0.987436295,"{'comfort': 'positive', 'quality': 'positive'}","['abandon', 'skimp', 'feet', 'things', 'walked', 'thanks', 'wont', 'worth', 'hours', 'colors']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Hussain rizq,5,20-Jun-24,very comfortable,positif,0.813218653,"{'comfort': 'positive', 'quality': 'positive'}",['comfortable']
adidas,adidas Men's Ultraboost 1.0 Shoe,Llama Lori,4,7-Sep-24,super comfortable out of the box hot on my feet nice to not have to lace them up,positif,0.941081047,"{'comfort': 'positive', 'quality': 'positive'}","['hot', 'lace', 'super', 'box', 'nice', 'feet', 'comfortable']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Anonymus,4,8-Jul-24,very good materials as always but is not white is a very light yellow the sole is white not the sneaker take care,positif,0.905431986,{'quality': 'positive'},"['white', 'yellow', 'care', 'materials', 'light', 'sneaker', 'sole', 'good']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Amazon Customer,4,22-Oct-23,comfortable light good support however the upper is tight and gives pressure to my instep,neutral,0.487250626,"{'comfort': 'positive', 'design': 'negative', 'quality': 'negative'}","['pressure', 'instep', 'gives', 'upper', 'light', 'support', 'tight', 'good', 'comfortable']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Mike,3,18-Sep-24,ive bought many different ultraboost shoes over the years but these ones are just not comfy my feet are always sore after wearing them im guessing its because they are noticeable narrower also not sure if the shoes or just me but these recycled fiber shoes seems to get a lot stinkier,negatif,0.972231209,"{'comfort': 'negative', 'quality': 'negative'}","['fiber', 'recycled', 'stinkier', 'guessing', 'ultraboost', 'noticeable', 'sore', 'just', 'shoes', 'narrower']"
adidas,adidas Men's Ultraboost 1.0 Shoe,SINAN ATAOGLU,3,26-Nov-24,i have ultraboost size but this ultraboost but i can not even walk too tide i think they sent female or sth wrong with sizesit is narrow,negatif,0.86446166,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['ultraboost', 'sizesit', 'sth', 'tide', 'female', 'sent', 'wrong', 'walk', 'think', 'narrow']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Alfredo D.,3,10-May-24,i bought a size but they seem to large ive worn them for many miles of walking so ill keep them i would suggest to getting a size smaller when ordering these sneakers,neutral,0.615446091,"{'comfort': 'negative', 'quality': 'negative'}","['suggest', 'miles', 'ordering', 'ill', 'getting', 'large', 'size', 'smaller', 'worn', 'walking']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Rikarby,3,31-Jan-24,this shoe is too tight on the laces it is sprained and tight if you have a high instep this type of shoe is not suitable for you theyre not the super comfy i expected them to be because of ultraboost technology the size is fine i wear and it was perfect,neutral,0.400554001,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['sprained', 'technology', 'tight', 'ultraboost', 'instep', 'suitable', 'type', 'shoe', 'high', 'fine']"
adidas,adidas Men's Ultraboost 1.0 Shoe,James,3,15-Jan-24,i was sent the wrong size i ordered they sent a,negatif,0.825728714,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['sent', 'wrong', 'ordered', 'size']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Mario,3,22-Oct-24,the shoes are aesthetically nice looking and comfy to walk in but they fit uncomfortably tight i purchased them in my correct shoe size but my feet feel like theyre being suffocated maybe they just need to be stretched out or maybe my feet are wide but they definitely feel tight,negatif,0.540431142,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['maybe', 'suffocated', 'feel', 'tight', 'aesthetically', 'uncomfortably', 'stretched', 'feet', 'correct', 'purchased']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Chester Boynton,2,17-Oct-24,these shoes were sold as new theyve clearly been worn animal hair inside and out someone wore these daily for a week or two and returned them and i paid full new money for them,neutral,0.667100787,"{'price': 'negative', 'quality': 'negative'}","['new', 'animal', 'hair', 'theyve', 'sold', 'clearly', 'paid', 'daily', 'week', 'money']"
adidas,adidas Men's Ultraboost 1.0 Shoe,hokiejef,2,17-Jun-24,i like the look of these shoes and the color that i ordered they fit true to size the problem is they are extremely tight and i have a narrow foot the first time i wore them they were so tight that they hurt my feet immediately maybe they require some break in time but it was so painful i sent them back,negatif,0.701741397,"{'comfort': 'negative', 'design': 'positive', 'quality': 'negative'}","['tight', 'require', 'time', 'painful', 'immediately', 'extremely', 'maybe', 'sent', 'break', 'problem']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Jon Morrell,2,12-Oct-23,incredibly comfortable lots of walking after days a hole popped through shoes are now uncomfortable days,positif,0.537039161,"{'comfort': 'positive', 'quality': 'positive'}","['days', 'popped', 'incredibly', 'lots', 'hole', 'uncomfortable', 'walking', 'comfortable', 'shoes']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Reviewer,1,17-Aug-24,i currently own pairs of size adidas including pairs of ultraboost s and they all fit perfectly these ultraboost shoes are so tight around the top of the foot they legitimately cut off circulation it almost seems like a manufacturing defect everything else about the shoe is perfect length fit arch soft soles but how can a company like adidas not know about this issue do they not try shoes on before mass producing them i wore the shoes for minutes around the house and when i took them off i could feel the bl,neutral,0.424692303,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['ultraboost', 'pairs', 'bl', 'legitimately', 'mass', 'producing', 'adidas', 'circulation', 'currently', 'including']"
adidas,adidas Men's Ultraboost 1.0 Shoe,MrJayHawaii,1,2-Nov-24,as another reviewer wrote these shoes are a horrible fit on top they are extremely difficult to put on and miserable to wear as they hurt and cut off circulation the length is fine and the sole is soft but the pain on top and extreme horror of putting them on must be design defects,negatif,0.965692103,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['horror', 'extreme', 'miserable', 'circulation', 'reviewer', 'wrote', 'defects', 'horrible', 'putting', 'cut']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Aldemar,1,22-Nov-24,they sell it as mens sneakers but they are womens sneakers the box is marked as womens the same size they should be honest and clarify that,neutral,0.836215675,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['womens', 'clarify', 'honest', 'sneakers', 'marked', 'sell', 'mens', 'box', 'size']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Jennifer Mascagni,1,3-Sep-24,the shoe size was accurate and fit true to size but seems less than typical quality for comfort for adidas flared up my plantar fascitis quickly be careful of what you get from amazon when you think youre buying brand,negatif,0.637147844,"{'comfort': 'negative', 'quality': 'negative'}","['fascitis', 'flared', 'plantar', 'careful', 'typical', 'accurate', 'youre', 'quickly', 'size', 'buying']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Nick,1,30-Oct-24,these are womens shoessizes,neutral,0.808544517,"{'comfort': 'positive', 'design': 'positive', 'price': 'positive', 'quality': 'positive'}","['shoessizes', 'womens']"
adidas,adidas Men's Ultraboost 1.0 Shoe,Jessica,1,2-Apr-24,the shoe sent to me were used the insoles have hair all over them and the bottom of them are dirty from somebody walking in them this is disgusting and repulsive,negatif,0.978946686,"{'design': 'negative', 'quality': 'negative'}","['repulsive', 'somebody', 'disgusting', 'hair', 'insoles', 'dirty', 'sent', 'used', 'walking', 'shoe']"
adidas,adidas Men's Ultraboost 1.0 Shoe,SP,1,8-Jul-24,i had bought the shoes for the gym and the park after a couple of months the left shoe had a new scufftear each week i definitely would not recommend buying these shoes for leisure activities,negatif,0.811038375,"{'comfort': 'negative', 'quality': 'negative'}","['scufftear', 'leisure', 'park', 'activities', 'couple', 'gym', 'week', 'left', 'buying', 'definitely']"
adidas,adidas Men's Samba Classic Soccer Shoe,Christopher A.,5,27-Aug-24,i had a pair of black shoes like this years ago i like the white better i normally wear black sneakers but these are so nice the fit is true and the look is excellent have no complaints nice looking shoe very comfortable,positif,0.98591435,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['black', 'nice', 'complaints', 'like', 'ago', 'excellent', 'normally', 'better', 'years', 'true']"
adidas,adidas Men's Samba Classic Soccer Shoe,Alexander,5,2-Jan-24,great fit and good looking shoes,positif,0.95004946,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['looking', 'good', 'great', 'fit', 'shoes']"
adidas,adidas Men's Samba Classic Soccer Shoe,Michael Bradley,5,6-Dec-23,i love everything about these shoes this is my second pair they just feel right on my feet a little snug but that passes with time and wear,positif,0.985664725,"{'comfort': 'positive', 'quality': 'positive'}","['passes', 'snug', 'second', 'feel', 'right', 'little', 'time', 'just', 'pair', 'feet']"
adidas,adidas Men's Samba Classic Soccer Shoe,Isaira Bonilla,5,3-Jun-24,they allow your feet to roll heel to toe when you walk evenly distributing the weight across your foot,neutral,0.817236185,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['distributing', 'evenly', 'roll', 'allow', 'weight', 'heel', 'walk', 'toe', 'foot', 'feet']"
adidas,adidas Men's Samba Classic Soccer Shoe,Fabiana,5,18-May-24,my womens size is european i bought size i should have bought but for the rest i loved them,positif,0.89128238,"{'comfort': 'positive', 'price': 'positive', 'quality': 'positive'}","['european', 'bought', 'rest', 'size', 'womens', 'loved']"
adidas,adidas Men's Samba Classic Soccer Shoe,User5969,5,8-Jun-24,this shoes are fab,positif,0.973694503,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['fab', 'shoes']"
adidas,adidas Men's Samba Classic Soccer Shoe,Peter Davis,5,3-Nov-22,if you have flat feet with poorly defined arches like me youll probably want to remove the uncomfortable arch supports just pull up gently and carefully on the edges of the insole youll see a sticky white piece that can be pulled out there are some youtube videos that show how to do it if you arent sure removing these made these much more comfortable for my flat feet these are pretty similar to my previous pair of sambas otherwise those didnt have the arch supports i like that the samba comes in a us which ,positif,0.708362818,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['supports', 'youll', 'flat', 'arch', 'defined', 'gently', 'youtube', 'carefully', 'sticky', 'videos']"
adidas,adidas Men's Samba Classic Soccer Shoe,Tiana Babb,5,30-Dec-23,i bought these for my two sons for christmas they look so sharp my husband now wants a pair also surprisingly comfortable for a flat shoe fit was true to size,positif,0.982513368,"{'comfort': 'positive', 'quality': 'positive'}","['sons', 'wants', 'sharp', 'surprisingly', 'christmas', 'husband', 'flat', 'true', 'bought', 'pair']"
adidas,adidas Men's Samba Classic Soccer Shoe,Muy buenos,5,12-Mar-24,just what i wanted,positif,0.588475823,"{'comfort': 'positive', 'quality': 'positive'}","['wanted', 'just']"
adidas,adidas Men's Samba Classic Soccer Shoe,JW,5,22-Jan-24,this was my sons second park love them,positif,0.977124631,"{'comfort': 'positive', 'price': 'positive', 'quality': 'positive'}","['sons', 'park', 'second', 'love']"
