id,name,brand,category,color,gender,price,stock,rating,reviews,status,release_date,weight,size,returnable
219,Puma Running Classic,Puma,Running,Purple,Women,2922000.0,0,4.4,114,Regular,2023-12-30,71.4,2.6,t
220,Nike Tennis Ultra,Nike,Tennis,Purple,Men,2807000.0,0,4.6,45,Regular,2020-09-28,3.3,4.4,t
221,Reebok Badminton Ultra,Reebok,Badminton,Red,Men,1559000.0,0,3.8,615,Clearance,2020-03-12,23.3,1.6,t
222,Converse Running Ultra,Converse,Running,Green,Men,2880000.0,0,3.7,139,New,2024-03-21,32.1,2.1,f
223,Puma Basketball Elite,Puma,Basketball,Orange,Women,1147000.0,0,4.4,327,Regular,2022-10-23,31.8,4.2,t
224,Adidas Badminton Ultra,Adidas,Badminton,Grey,Men,1432000.0,0,4.7,769,Discontinued,2022-04-28,3.0,4.8,t
225,Nike Casual Ultra,Nike,Casual,Black,Men,1340000.0,0,4.2,208,Clearance,2024-07-02,2.4,2.0,t
226,Puma Basketball Lite,Puma,Basketball,Grey,Unisex,1002000.0,30,4.9,719,Discontinued,2024-01-05,98.3,3.3,t
227,Nike Badminton Ultra,Nike,Badminton,Pink,Men,2847000.0,0,4.9,932,Clearance,2022-05-14,4.4,1.2,t
228,Adidas Tennis Lite,Adidas,Tennis,Navy,Unisex,1435000.0,50,4.0,939,New,2020-10-13,82.4,1.2,f
229,Reebok Sandals Pro,Reebok,Sandals,Grey,Unisex,1009000.0,30,4.5,381,New,2022-03-31,73.5,3.8,t
230,Converse Football Pro,Converse,Football,Red,Men,1761000.0,30,4.3,800,Regular,2023-03-17,56.7,2.7,t
231,Puma Sandals Elite,Puma,Sandals,Pink,Women,835000.0,20,4.8,791,New,2020-12-05,97.6,4.7,t
232,Puma Sandals Ultra,Puma,Sandals,Green,Unisex,1872000.0,10,4.5,289,Discontinued,2020-06-12,52.3,1.9,t
233,Adidas Sandals Elite,Adidas,Sandals,White,Unisex,1671000.0,50,3.6,835,Discontinued,2021-04-01,91.8,3.7,t
234,Adidas Football Classic,Adidas,Football,Blue,Women,960000.0,0,4.6,39,Regular,2022-11-14,48.1,4.5,t
235,Puma Casual Ultra,Puma,Casual,Red,Women,2262000.0,0,4.4,374,Clearance,2024-02-01,84.3,2.1,t
236,Reebok Badminton Elite,Reebok,Badminton,Grey,Unisex,1307000.0,0,3.8,596,Clearance,2020-04-19,87.0,1.8,t
237,Nike Tennis Lite,Nike,Tennis,White,Men,1453000.0,50,4.6,315,Clearance,2023-06-11,14.3,4.2,t
238,Reebok Football Lite,Reebok,Football,Red,Women,1636000.0,0,4.8,935,Regular,2023-05-15,62.0,3.3,t
239,Adidas Tennis Elite,Adidas,Tennis,Blue,Women,1807000.0,0,5.0,635,Clearance,2022-12-07,66.7,2.8,t
240,Reebok Running Ultra,Reebok,Running,Orange,Unisex,1472000.0,20,3.7,500,Regular,2022-12-03,3.4,1.9,f
241,Adidas Sandals Lite,Adidas,Sandals,Red,Women,1939000.0,20,4.5,526,Clearance,2022-02-18,9.3,4.2,t
242,Converse Casual Ultra,Converse,Casual,Grey,Men,2224000.0,0,3.7,772,Discontinued,2021-04-24,1.3,4.6,f
243,Nike Football Ultra,Nike,Football,Grey,Women,2944000.0,50,3.9,563,Clearance,2020-09-17,89.8,4.0,f
244,Reebok Football Elite,Reebok,Football,Orange,Men,2876000.0,0,4.7,705,Regular,2024-02-20,95.6,3.4,t
245,Puma Badminton Classic,Puma,Badminton,White,Unisex,2800000.0,0,4.5,75,Clearance,2022-11-10,74.0,4.3,t
246,Puma Badminton Pro,Puma,Badminton,White,Unisex,2361000.0,40,3.6,382,Discontinued,2020-01-17,95.9,3.4,f
247,Nike Basketball Classic,Nike,Basketball,Red,Unisex,1340000.0,20,4.8,784,Clearance,2022-07-09,28.1,1.4,t
248,Nike Football Pro,Nike,Football,Black,Women,810000.0,50,4.9,389,Clearance,2021-02-19,25.1,1.4,f
249,Converse Football Elite,Converse,Football,White,Men,1992000.0,40,4.5,4,Regular,2021-03-07,20.5,4.3,t
250,Adidas Football Pro,Adidas,Football,Black,Men,1298000.0,10,4.5,420,Regular,2021-07-31,83.5,1.3,t
251,Puma Basketball Lite,Puma,Basketball,Black,Men,1991000.0,20,4.6,421,Discontinued,2024-04-24,39.6,3.0,t
252,Puma Sandals Ultra,Puma,Sandals,Blue,Women,2101000.0,0,3.9,302,Regular,2024-10-30,88.1,2.9,f
253,Reebok Basketball Pro,Reebok,Basketball,White,Women,2310000.0,50,3.9,818,Regular,2023-08-27,3.8,3.0,t
254,Converse Sandals Lite,Converse,Sandals,Pink,Men,2545000.0,40,4.3,836,Regular,2021-10-01,68.9,4.9,t
255,Converse Running Elite,Converse,Running,White,Men,1697000.0,50,4.5,777,New,2022-01-29,37.3,2.6,t
256,Puma Tennis Pro,Puma,Tennis,Navy,Women,1133000.0,0,4.4,18,Clearance,2022-03-04,99.2,1.2,f
257,Converse Casual Elite,Converse,Casual,Grey,Unisex,1711000.0,0,4.7,293,Clearance,2024-03-01,61.8,3.5,f
258,Adidas Badminton Ultra,Adidas,Badminton,Navy,Men,2413000.0,20,4.2,208,Discontinued,2021-04-17,31.5,4.7,t
259,Reebok Badminton Pro,Reebok,Badminton,Grey,Women,1724000.0,10,4.0,14,Regular,2023-05-05,28.1,1.2,f
260,Puma Badminton Classic,Puma,Badminton,Orange,Men,2958000.0,0,3.6,714,Clearance,2021-07-27,2.6,3.6,f
261,Adidas Running Ultra,Adidas,Running,Grey,Men,1233000.0,50,4.9,844,Clearance,2023-02-07,50.4,4.9,t
262,Puma Football Pro,Puma,Football,Grey,Women,634000.0,0,4.7,581,Clearance,2023-11-24,60.7,3.1,f
263,Adidas Basketball Pro,Adidas,Basketball,Green,Unisex,1731000.0,50,4.5,485,Regular,2021-01-11,38.9,4.8,t
264,Adidas Casual Lite,Adidas,Casual,Blue,Women,1765000.0,0,3.6,270,New,2022-12-08,6.3,3.9,t
265,Nike Football Elite,Nike,Football,Orange,Men,1252000.0,0,4.0,170,Clearance,2023-02-28,22.1,2.6,t
266,Puma Football Lite,Puma,Football,Green,Unisex,1004000.0,20,4.5,531,Discontinued,2024-10-13,32.6,1.6,t
267,Puma Casual Classic,Puma,Casual,Black,Men,1284000.0,40,4.1,346,New,2022-08-12,6.5,4.5,t
268,Converse Basketball Elite,Converse,Basketball,Blue,Unisex,2960000.0,0,4.2,70,Regular,2023-07-12,30.7,3.0,f
269,Nike Basketball Elite,Nike,Basketball,White,Unisex,1531000.0,30,4.7,571,New,2020-01-28,4.5,1.4,t
270,Converse Badminton Elite,Converse,Badminton,Grey,Women,2013000.0,0,4.6,92,Clearance,2021-08-02,57.6,4.6,f
271,Converse Sandals Classic,Converse,Sandals,Pink,Men,588000.0,20,3.6,721,Regular,2022-07-21,8.1,4.7,t
272,Converse Tennis Lite,Converse,Tennis,Purple,Men,938000.0,0,3.9,856,Regular,2022-04-17,27.6,2.4,t
273,Converse Tennis Lite,Converse,Tennis,Black,Unisex,2168000.0,0,4.7,767,Discontinued,2021-01-06,78.2,2.2,t
274,Reebok Football Pro,Reebok,Football,Black,Men,2536000.0,40,4.6,590,Clearance,2021-08-05,51.2,4.3,t
275,Converse Football Ultra,Converse,Football,Orange,Women,1207000.0,0,4.0,402,New,2022-04-16,10.7,4.0,t
276,Puma Sandals Lite,Puma,Sandals,White,Unisex,1840000.0,40,4.7,581,New,2024-04-11,79.1,2.3,f
277,Converse Badminton Pro,Converse,Badminton,Pink,Unisex,1366000.0,50,4.1,921,Regular,2024-02-18,66.9,2.9,f
278,Puma Football Pro,Puma,Football,Red,Men,1160000.0,50,3.8,735,New,2023-10-14,47.6,1.1,t
279,Converse Basketball Lite,Converse,Basketball,Blue,Women,2614000.0,0,3.5,257,Regular,2024-11-10,77.8,4.5,f
280,Converse Badminton Lite,Converse,Badminton,Blue,Women,2984000.0,30,3.5,414,New,2020-06-16,28.0,2.0,t
281,Adidas Badminton Elite,Adidas,Badminton,Green,Men,526000.0,0,4.8,1,New,2022-11-24,51.1,1.7,f
282,Converse Tennis Elite,Converse,Tennis,Orange,Men,1851000.0,0,3.5,834,Discontinued,2022-10-25,55.5,1.0,f
283,Adidas Tennis Pro,Adidas,Tennis,Green,Women,1025000.0,10,4.0,827,New,2023-06-01,28.5,4.9,t
284,Converse Casual Elite,Converse,Casual,Pink,Unisex,2519000.0,30,4.0,667,Regular,2024-02-02,11.8,4.3,t
285,Puma Tennis Lite,Puma,Tennis,Grey,Women,556000.0,30,4.7,273,New,2023-06-12,60.8,4.2,t
286,Adidas Football Lite,Adidas,Football,Orange,Women,609000.0,10,4.5,26,New,2020-03-27,70.3,1.2,t
287,Converse Running Lite,Converse,Running,Blue,Unisex,1077000.0,30,3.7,967,New,2020-11-11,75.9,2.0,f
288,Nike Running Elite,Nike,Running,Orange,Men,2311000.0,20,4.0,42,Discontinued,2021-04-03,60.6,2.8,t
289,Reebok Basketball Classic,Reebok,Basketball,Red,Women,2272000.0,10,3.8,315,Discontinued,2024-09-04,8.8,1.2,t
290,Reebok Football Ultra,Reebok,Football,Black,Unisex,2844000.0,40,4.9,891,Discontinued,2020-11-08,62.2,1.3,t
291,Adidas Tennis Pro,Adidas,Tennis,Red,Unisex,1136000.0,0,4.2,581,Clearance,2021-08-21,53.1,3.6,t
292,Converse Running Classic,Converse,Running,Green,Men,1619000.0,0,3.5,744,Regular,2024-04-14,17.7,2.2,t
293,Reebok Running Lite,Reebok,Running,Grey,Men,2504000.0,0,3.9,507,Discontinued,2022-06-22,93.1,4.9,f
294,Converse Basketball Ultra,Converse,Basketball,Green,Men,667000.0,30,4.6,951,New,2024-10-06,78.6,2.4,t
295,Converse Sandals Ultra,Converse,Sandals,Red,Men,1757000.0,40,4.0,834,Clearance,2021-04-30,10.5,2.6,t
296,Reebok Badminton Pro,Reebok,Badminton,White,Unisex,2328000.0,0,4.2,661,Discontinued,2021-11-26,37.9,1.9,t
297,Nike Badminton Ultra,Nike,Badminton,Pink,Men,2206000.0,40,3.8,801,Regular,2020-01-25,61.9,4.7,t
298,Nike Sandals Ultra,Nike,Sandals,Pink,Men,1239000.0,30,4.3,148,Clearance,2021-01-13,29.4,2.5,t
299,Converse Tennis Classic,Converse,Tennis,Pink,Men,636000.0,0,4.6,824,Clearance,2024-04-25,30.9,4.6,t
300,Converse Basketball Ultra,Converse,Basketball,Orange,Women,1445000.0,0,4.6,512,Regular,2021-03-05,69.9,2.2,f
301,Reebok Badminton Elite,Reebok,Badminton,Purple,Unisex,636000.0,0,4.0,77,Clearance,2021-02-16,24.5,1.6,t
302,Adidas Casual Lite,Adidas,Casual,Green,Men,2711000.0,50,4.0,661,New,2022-02-09,71.6,1.5,f
303,Reebok Running Lite,Reebok,Running,Black,Men,2625000.0,40,3.5,474,New,2022-05-03,0.6,2.5,f
304,Reebok Sandals Pro,Reebok,Sandals,Green,Men,887000.0,0,4.3,423,Regular,2021-11-18,37.1,3.7,t
305,Reebok Casual Classic,Reebok,Casual,Grey,Unisex,1019000.0,30,3.9,617,Discontinued,2022-02-25,52.4,2.0,t
306,Adidas Tennis Pro,Adidas,Tennis,Red,Men,710000.0,30,4.9,656,Regular,2021-03-03,32.3,2.0,f
307,Adidas Casual Classic,Adidas,Casual,Orange,Men,2659000.0,10,4.3,834,Discontinued,2023-12-12,55.1,4.6,f
308,Converse Sandals Pro,Converse,Sandals,Blue,Unisex,2266000.0,40,3.9,713,Discontinued,2020-11-18,17.0,4.1,f
309,Converse Running Pro,Converse,Running,Grey,Men,1356000.0,40,4.7,658,New,2023-11-02,93.4,3.2,t
310,Converse Football Lite,Converse,Football,White,Men,1719000.0,0,3.9,485,Clearance,2020-10-24,14.1,2.1,t
311,Adidas Tennis Elite,Adidas,Tennis,Navy,Men,1749000.0,0,4.9,822,Clearance,2022-03-21,12.3,4.7,t
312,Adidas Football Ultra,Adidas,Football,Green,Women,2832000.0,50,4.2,303,New,2020-01-25,57.8,3.3,t
313,Puma Badminton Elite,Puma,Badminton,Grey,Women,2532000.0,40,4.8,236,New,2020-09-08,91.3,4.3,t
314,Converse Tennis Lite,Converse,Tennis,Orange,Women,1837000.0,30,4.2,495,Regular,2024-04-11,6.2,2.1,f
315,Converse Badminton Classic,Converse,Badminton,Green,Women,1514000.0,0,4.0,364,Regular,2022-12-27,85.9,3.5,t
316,Reebok Running Classic,Reebok,Running,Green,Unisex,1855000.0,0,4.0,720,Discontinued,2020-04-27,78.4,1.6,f
317,Reebok Tennis Pro,Reebok,Tennis,Black,Women,2720000.0,0,3.7,710,Clearance,2024-12-23,47.7,3.1,t
318,Converse Sandals Lite,Converse,Sandals,Blue,Women,729000.0,0,3.7,952,Regular,2024-01-20,75.2,2.7,t
319,Reebok Running Elite,Reebok,Running,Grey,Unisex,2934000.0,40,3.8,709,Discontinued,2023-08-18,89.0,1.2,t
320,Nike Badminton Elite,Nike,Badminton,White,Women,2412000.0,40,3.6,203,Regular,2024-03-15,53.3,3.6,t
321,Reebok Basketball Elite,Reebok,Basketball,Orange,Men,681000.0,50,3.7,494,Regular,2020-01-03,42.4,4.0,t
322,Puma Casual Pro,Puma,Casual,Grey,Men,673000.0,0,3.8,275,Regular,2022-07-29,32.9,1.6,t
323,Puma Football Pro,Puma,Football,White,Women,2400000.0,30,4.1,954,New,2023-01-16,17.7,4.6,f
324,Nike Casual Elite,Nike,Casual,Orange,Unisex,2286000.0,30,3.8,550,Clearance,2021-01-02,3.1,2.7,t
325,Puma Casual Classic,Puma,Casual,Orange,Women,1688000.0,50,3.8,992,Regular,2022-01-25,21.5,2.9,t
326,Adidas Running Classic,Adidas,Running,Blue,Men,1704000.0,10,4.7,60,Clearance,2020-02-21,26.4,4.5,t
327,Puma Sandals Classic,Puma,Sandals,Grey,Unisex,2950000.0,40,4.9,452,New,2020-10-09,97.0,1.7,f
328,Converse Casual Classic,Converse,Casual,Blue,Men,2699000.0,30,4.4,415,Regular,2022-02-15,60.9,4.5,t
329,Converse Badminton Classic,Converse,Badminton,Navy,Women,2346000.0,0,4.1,685,Clearance,2021-08-12,68.2,1.8,t
330,Reebok Sandals Classic,Reebok,Sandals,Orange,Women,1974000.0,30,4.5,85,Regular,2023-09-17,58.1,4.4,f
331,Puma Running Ultra,Puma,Running,White,Unisex,585000.0,0,4.2,157,Regular,2024-03-31,62.6,1.5,f
332,Nike Casual Elite,Nike,Casual,Navy,Unisex,1577000.0,30,3.5,377,Regular,2022-04-25,25.4,4.2,f
333,Adidas Badminton Pro,Adidas,Badminton,White,Women,1405000.0,20,4.1,731,Clearance,2021-05-21,12.2,4.5,t
334,Puma Badminton Lite,Puma,Badminton,Red,Women,2804000.0,10,3.5,545,Clearance,2020-06-18,65.1,2.4,t
335,Reebok Tennis Elite,Reebok,Tennis,Grey,Women,1177000.0,0,4.5,404,New,2023-11-09,37.0,2.3,t
336,Reebok Sandals Ultra,Reebok,Sandals,Grey,Women,2057000.0,10,4.5,541,Clearance,2022-12-31,97.1,2.8,t
337,Reebok Basketball Pro,Reebok,Basketball,Blue,Men,1999000.0,0,3.9,312,Regular,2020-06-01,64.4,1.5,t
338,Puma Casual Lite,Puma,Casual,Orange,Men,1932000.0,10,4.5,53,New,2024-10-29,67.5,2.2,f
339,Reebok Casual Classic,Reebok,Casual,Orange,Women,1528000.0,0,3.5,405,Discontinued,2023-11-10,63.1,3.5,t
340,Puma Badminton Pro,Puma,Badminton,Blue,Women,2033000.0,20,4.7,143,Discontinued,2024-10-10,12.9,2.8,t
341,Reebok Casual Elite,Reebok,Casual,Green,Men,2285000.0,0,4.2,846,Clearance,2021-07-15,37.3,2.5,t
342,Converse Tennis Elite,Converse,Tennis,Blue,Unisex,2118000.0,40,4.3,447,Discontinued,2020-03-17,21.8,4.2,t
343,Puma Casual Pro,Puma,Casual,Green,Men,1399000.0,50,3.5,419,New,2021-03-10,74.8,3.5,t
344,Converse Badminton Classic,Converse,Badminton,Purple,Men,1345000.0,10,3.7,532,Clearance,2020-05-08,78.3,3.2,t
345,Converse Badminton Lite,Converse,Badminton,Pink,Men,1007000.0,0,3.7,771,New,2020-11-12,22.6,3.6,t
346,Nike Casual Ultra,Nike,Casual,White,Unisex,1344000.0,20,4.9,354,New,2024-02-28,60.0,2.2,t
347,Reebok Running Classic,Reebok,Running,Red,Women,2217000.0,40,4.4,924,Clearance,2024-07-11,88.0,1.5,t
348,Adidas Running Ultra,Adidas,Running,Pink,Women,1693000.0,50,4.3,480,Discontinued,2020-10-01,12.9,3.1,f
349,Reebok Casual Lite,Reebok,Casual,Black,Men,1662000.0,40,4.8,858,New,2020-04-25,5.2,1.7,t
350,Converse Football Elite,Converse,Football,Grey,Men,2026000.0,10,4.5,306,New,2022-10-31,1.9,2.7,t
351,Puma Badminton Classic,Puma,Badminton,Blue,Women,2755000.0,30,4.7,471,Regular,2021-02-14,77.7,3.8,f
352,Reebok Casual Ultra,Reebok,Casual,Green,Men,2961000.0,0,4.7,122,New,2020-11-07,53.2,1.8,t
353,Reebok Football Lite,Reebok,Football,Green,Unisex,2612000.0,0,3.5,693,Regular,2024-03-21,72.6,3.8,f
354,Adidas Football Elite,Adidas,Football,Red,Women,2517000.0,30,4.1,900,Clearance,2021-02-05,60.1,3.6,f
355,Nike Sandals Ultra,Nike,Sandals,Grey,Unisex,1825000.0,0,3.8,484,New,2023-11-27,27.7,2.5,t
356,Converse Running Classic,Converse,Running,Black,Men,2120000.0,50,4.4,385,Regular,2022-03-01,82.7,2.0,t
357,Nike Basketball Elite,Nike,Basketball,Purple,Men,881000.0,10,4.1,972,Discontinued,2020-04-24,57.9,2.6,t
358,Reebok Tennis Pro,Reebok,Tennis,Green,Women,2714000.0,40,4.2,707,Discontinued,2020-06-30,11.8,4.3,t
359,Nike Tennis Ultra,Nike,Tennis,White,Women,2035000.0,40,4.1,173,Clearance,2020-07-24,96.6,4.3,f
360,Converse Badminton Elite,Converse,Badminton,Green,Women,656000.0,20,3.9,173,Discontinued,2020-07-18,23.6,3.4,t
361,Converse Running Classic,Converse,Running,Black,Women,1188000.0,0,5.0,448,Regular,2023-11-07,28.2,4.4,f
362,Adidas Tennis Lite,Adidas,Tennis,Navy,Unisex,906000.0,20,4.4,853,Discontinued,2022-12-27,56.0,4.2,t
363,Converse Tennis Pro,Converse,Tennis,White,Women,2928000.0,10,4.5,880,New,2024-01-24,96.4,4.3,f
364,Reebok Running Ultra,Reebok,Running,Pink,Unisex,1017000.0,10,3.8,172,Discontinued,2021-04-11,81.9,1.5,t
365,Puma Casual Elite,Puma,Casual,Red,Unisex,2197000.0,0,4.1,244,New,2024-03-16,64.4,1.2,t
366,Adidas Basketball Classic,Adidas,Basketball,Pink,Unisex,1458000.0,30,3.7,468,Clearance,2024-11-27,23.9,3.3,f
367,Reebok Running Elite,Reebok,Running,Pink,Women,519000.0,20,4.0,105,Discontinued,2023-04-25,81.9,2.5,t
368,Converse Casual Ultra,Converse,Casual,Orange,Men,1252000.0,20,4.6,591,New,2022-05-21,39.7,3.2,f
369,Converse Tennis Elite,Converse,Tennis,Pink,Unisex,2677000.0,0,4.3,817,New,2023-01-17,15.5,1.8,f
370,Nike Sandals Classic,Nike,Sandals,Orange,Unisex,2472000.0,20,3.6,194,Regular,2020-01-08,97.3,3.8,t
371,Puma Basketball Elite,Puma,Basketball,Navy,Men,643000.0,40,3.6,344,Regular,2024-01-03,73.1,4.5,t
372,Reebok Casual Lite,Reebok,Casual,Green,Men,1106000.0,0,4.8,677,Clearance,2020-01-02,39.5,2.9,t
373,Puma Tennis Classic,Puma,Tennis,Purple,Women,631000.0,0,3.8,932,Discontinued,2021-10-25,78.0,3.4,f
374,Reebok Casual Classic,Reebok,Casual,Grey,Women,2157000.0,40,3.8,79,Regular,2022-03-26,34.3,4.7,t
375,Nike Running Elite,Nike,Running,Navy,Men,973000.0,50,4.2,714,New,2023-01-30,57.9,2.6,t
376,Adidas Basketball Ultra,Adidas,Basketball,Red,Unisex,2123000.0,20,3.6,266,New,2023-06-17,96.2,3.2,t
377,Nike Casual Elite,Nike,Casual,Black,Men,2280000.0,0,4.8,700,Clearance,2021-04-26,50.6,4.6,f
378,Puma Football Pro,Puma,Football,Orange,Unisex,1365000.0,40,4.8,82,Regular,2022-01-04,35.3,2.3,t
379,Adidas Badminton Ultra,Adidas,Badminton,White,Women,1161000.0,0,4.5,77,Clearance,2024-11-19,44.8,1.1,t
380,Puma Sandals Pro,Puma,Sandals,Red,Women,1939000.0,0,4.5,35,New,2020-10-03,76.5,3.9,f
381,Converse Tennis Elite,Converse,Tennis,Purple,Women,2984000.0,0,4.6,901,Regular,2024-11-22,53.4,3.2,t
382,Converse Tennis Lite,Converse,Tennis,Green,Men,2384000.0,50,4.5,656,Discontinued,2024-09-01,24.8,4.4,t
383,Nike Running Lite,Nike,Running,Purple,Unisex,1408000.0,20,4.3,451,Regular,2021-09-06,33.6,4.1,t
384,Puma Football Elite,Puma,Football,Red,Women,718000.0,30,4.2,273,Regular,2020-04-16,94.5,1.2,f
385,Nike Basketball Lite,Nike,Basketball,Green,Women,1952000.0,20,4.2,954,Clearance,2020-07-03,0.9,2.7,t
386,Nike Basketball Elite,Nike,Basketball,Pink,Men,834000.0,30,4.6,730,Discontinued,2020-09-26,97.2,1.9,t
387,Reebok Running Lite,Reebok,Running,Orange,Women,1950000.0,40,3.5,532,Regular,2021-10-22,44.6,1.9,f
388,Nike Tennis Ultra,Nike,Tennis,Blue,Women,2054000.0,10,4.0,123,Discontinued,2021-10-27,90.5,3.9,t
389,Adidas Casual Ultra,Adidas,Casual,Grey,Men,1913000.0,20,3.9,543,New,2023-11-01,98.1,4.4,t
390,Adidas Casual Lite,Adidas,Casual,Grey,Unisex,2340000.0,10,4.3,85,Discontinued,2022-11-22,31.0,5.0,f
391,Nike Sandals Ultra,Nike,Sandals,Grey,Unisex,2532000.0,40,4.9,320,Clearance,2021-06-24,18.0,1.7,f
392,Reebok Basketball Classic,Reebok,Basketball,Black,Women,2013000.0,0,4.1,239,Regular,2024-05-11,18.4,3.5,t
393,Adidas Sandals Classic,Adidas,Sandals,Grey,Unisex,764000.0,0,3.9,668,Discontinued,2020-12-19,44.7,4.4,t
394,Nike Tennis Classic,Nike,Tennis,White,Men,2490000.0,10,3.9,520,Discontinued,2022-03-07,10.1,2.6,t
395,Puma Football Pro,Puma,Football,White,Women,1105000.0,0,3.9,565,New,2022-07-25,47.9,1.8,f
396,Puma Badminton Ultra,Puma,Badminton,White,Unisex,1173000.0,10,4.9,755,New,2023-02-06,3.2,1.9,t
397,Converse Tennis Pro,Converse,Tennis,White,Unisex,523000.0,10,3.8,880,New,2021-04-01,97.4,4.7,t
398,Reebok Football Ultra,Reebok,Football,Red,Unisex,1858000.0,0,4.1,523,Clearance,2024-06-06,26.9,3.0,f
399,Nike Sandals Ultra,Nike,Sandals,White,Women,1262000.0,40,4.2,828,Regular,2021-04-10,28.9,3.1,f
400,Converse Football Ultra,Converse,Football,Orange,Women,1468000.0,40,3.6,794,Discontinued,2024-04-07,76.2,2.3,t
401,Converse Football Elite,Converse,Football,Grey,Unisex,2116000.0,40,4.1,948,Clearance,2021-04-16,57.5,4.3,f
402,Reebok Running Ultra,Reebok,Running,Grey,Unisex,678000.0,30,4.5,333,Clearance,2020-12-15,19.5,3.1,f
403,Reebok Casual Classic,Reebok,Casual,Red,Women,1940000.0,30,4.8,739,Regular,2023-07-06,61.6,4.4,t
404,Puma Casual Pro,Puma,Casual,Purple,Unisex,2295000.0,30,4.2,560,Discontinued,2021-08-01,81.0,3.7,t
405,Nike Casual Lite,Nike,Casual,Grey,Unisex,1951000.0,50,4.7,973,Regular,2024-10-09,99.8,1.6,t
406,Converse Badminton Pro,Converse,Badminton,Orange,Men,2738000.0,10,4.5,980,New,2022-09-17,52.0,1.0,t
407,Adidas Football Ultra,Adidas,Football,Green,Unisex,1527000.0,0,4.4,929,Discontinued,2023-12-12,31.2,4.1,t
408,Puma Football Classic,Puma,Football,Green,Men,1657000.0,40,3.6,103,Discontinued,2023-06-14,50.3,4.0,t
409,Converse Sandals Pro,Converse,Sandals,Blue,Women,1341000.0,10,4.3,465,New,2022-07-14,61.6,3.5,t
410,Converse Running Elite,Converse,Running,Black,Unisex,1009000.0,30,4.3,328,New,2022-07-05,48.3,4.8,f
411,Converse Running Classic,Converse,Running,Navy,Women,2376000.0,10,4.4,904,Regular,2020-03-09,96.1,4.2,t
412,Nike Tennis Pro,Nike,Tennis,Pink,Unisex,1458000.0,40,4.3,841,Regular,2022-02-02,6.3,2.0,t
413,Puma Running Elite,Puma,Running,Pink,Men,2344000.0,40,4.3,612,Clearance,2023-07-04,71.4,1.8,t
414,Puma Basketball Classic,Puma,Basketball,Black,Men,2717000.0,30,4.1,551,Clearance,2022-02-24,32.3,2.0,t
415,Puma Casual Lite,Puma,Casual,Navy,Men,2497000.0,10,4.7,703,Clearance,2020-03-27,23.4,2.1,t
416,Nike Basketball Elite,Nike,Basketball,Pink,Unisex,2847000.0,20,4.5,885,Clearance,2024-09-08,33.6,3.5,f
417,Reebok Basketball Elite,Reebok,Basketball,Purple,Men,2273000.0,20,4.2,134,New,2024-07-23,30.8,4.9,t
418,Converse Running Classic,Converse,Running,Red,Women,1017000.0,0,3.5,1000,Regular,2022-09-30,85.4,1.4,f
419,Converse Casual Classic,Converse,Casual,Grey,Unisex,1063000.0,50,4.8,718,Regular,2023-10-11,67.9,4.6,f
420,Converse Casual Lite,Converse,Casual,Green,Men,1293000.0,40,3.6,510,New,2022-06-05,88.3,3.3,t
421,Puma Football Lite,Puma,Football,Grey,Unisex,2046000.0,0,4.8,400,New,2020-12-05,0.9,1.2,t
422,Adidas Running Classic,Adidas,Running,Blue,Unisex,1545000.0,40,4.6,881,Clearance,2022-03-23,80.9,3.4,t
423,Reebok Sandals Pro,Reebok,Sandals,Navy,Unisex,1203000.0,30,3.9,716,Discontinued,2021-03-02,15.5,4.0,f
424,Adidas Running Elite,Adidas,Running,Grey,Unisex,2190000.0,0,4.7,840,New,2024-10-03,39.9,2.1,t
425,Converse Basketball Lite,Converse,Basketball,Orange,Men,2305000.0,40,5.0,88,Clearance,2022-08-21,26.5,3.3,f
426,Reebok Sandals Classic,Reebok,Sandals,Grey,Women,649000.0,40,4.3,706,Clearance,2023-12-01,98.6,1.3,t
427,Adidas Tennis Pro,Adidas,Tennis,Pink,Unisex,1247000.0,50,4.3,984,Clearance,2024-04-17,13.7,2.7,f
428,Nike Sandals Classic,Nike,Sandals,Green,Unisex,1396000.0,30,4.3,616,Discontinued,2023-06-10,16.6,2.7,f
429,Puma Football Pro,Puma,Football,Red,Men,2325000.0,20,3.5,125,Discontinued,2021-01-14,25.7,1.3,f
430,Reebok Running Pro,Reebok,Running,Purple,Women,1996000.0,0,4.2,593,Clearance,2023-06-17,84.8,2.7,t
431,Converse Basketball Classic,Converse,Basketball,Green,Men,1006000.0,50,4.7,397,Discontinued,2020-07-01,50.6,3.2,f
432,Puma Running Elite,Puma,Running,Orange,Women,1984000.0,0,4.6,164,New,2023-08-06,9.1,2.4,t
433,Converse Basketball Elite,Converse,Basketball,Black,Women,2811000.0,40,4.4,809,Discontinued,2020-09-15,3.0,3.4,t
434,Puma Basketball Lite,Puma,Basketball,Orange,Women,1571000.0,40,3.9,188,Regular,2023-09-10,97.6,3.6,t
435,Puma Basketball Lite,Puma,Basketball,Orange,Unisex,1424000.0,30,4.6,61,Discontinued,2021-04-29,44.5,1.7,t
436,Nike Tennis Pro,Nike,Tennis,Black,Unisex,627000.0,10,4.7,780,Discontinued,2021-03-25,56.7,3.0,t
437,Adidas Badminton Ultra,Adidas,Badminton,Blue,Men,2148000.0,30,3.8,974,Clearance,2021-02-07,99.7,2.5,t
