product_id,product_name,brand,subcategory,color,gender_orientation,price,discount,rating,number_of_reviews,product_lifecycle_status,launch_date,trending_score,sustainability_rating,size_availability,terjual,care_instructions,origin,sole_material,upper_material
157,Reebok Casual Elite,Reebok,Casual,Purple,Women,1183000.0,40,4.8,100,Discontinued,2021-10-02,26.3,2.5,t,681,Do not bleach,Vietnam,Rubber,Mesh
158,Nike Basketball Ultra,Nike,Basketball,Orange,Men,1133000.0,20,4.7,579,New,2021-01-28,46.5,4.9,t,2803,Air dry only,China,TPU,Synthetic
159,Reebok Basketball Lite,Reebok,Basketball,Purple,Women,1688000.0,50,4.7,327,Discontinued,2020-09-04,62.4,2.9,t,3285,Air dry only,Indonesia,Phylon,Suede
160,Puma Football Elite,Puma,Football,Orange,Men,2118000.0,0,4.7,440,Clearance,2021-06-04,71.3,3.7,f,2281,Machine wash cold,China,TPU,Knit
161,Converse Basketball Lite,Converse,Basketball,Grey,Men,2390000.0,10,4.1,996,Clearance,2022-07-24,71.1,2.6,t,577,Machine wash cold,Thailand,Phylon,Leather
162,Puma Casual Classic,Puma,Casual,Pink,Unisex,739000.0,0,4.2,768,Discontinued,2020-07-28,51.1,1.2,t,4804,Wipe with damp cloth,Indonesia,Leather,Leather
163,Converse Casual Lite,Converse,Casual,Navy,Women,1922000.0,50,4.9,666,New,2023-11-28,53.6,1.3,f,1192,Wipe with damp cloth,China,Rubber,Synthetic
164,Reebok Running Lite,Reebok,Running,Black,Unisex,871000.0,10,3.9,262,New,2020-12-11,27.1,4.4,f,4599,Air dry only,Indonesia,TPU,Nylon
165,Adidas Basketball Pro,Adidas,Basketball,Purple,Unisex,1697000.0,30,4.6,326,New,2023-11-25,99.8,3.6,t,202,Air dry only,Thailand,Leather,Leather
166,Reebok Casual Classic,Reebok,Casual,Blue,Women,2643000.0,0,4.8,439,Clearance,2021-05-22,80.3,2.6,t,1030,Wipe with damp cloth,Indonesia,Leather,Mesh
167,Nike Casual Elite,Nike,Casual,Orange,Women,2206000.0,0,4.8,398,Regular,2021-05-20,75.5,3.5,f,1637,Do not bleach,Indonesia,EVA,Canvas
168,Adidas Basketball Elite,Adidas,Basketball,Pink,Unisex,2285000.0,40,4.2,888,Regular,2020-10-03,85.4,3.5,t,3927,Machine wash cold,Malaysia,EVA,Suede
169,Puma Basketball Elite,Puma,Basketball,Black,Women,2593000.0,10,4.8,862,New,2020-07-29,22.7,3.4,t,3224,Wipe with damp cloth,Vietnam,EVA,Knit
170,Reebok Badminton Pro,Reebok,Badminton,Grey,Men,1125000.0,0,4.3,550,New,2021-01-09,38.5,3.0,t,847,Do not bleach,Vietnam,Rubber,Knit
171,Converse Badminton Elite,Converse,Badminton,Pink,Unisex,2801000.0,30,4.9,296,New,2020-10-02,12.4,1.3,t,2263,Machine wash cold,Indonesia,EVA,Knit
172,Converse Casual Lite,Converse,Casual,Grey,Unisex,547000.0,30,4.1,713,Clearance,2023-06-03,79.6,3.1,t,377,Machine wash cold,Vietnam,Phylon,Synthetic
173,Adidas Tennis Ultra,Adidas,Tennis,White,Men,1112000.0,40,3.6,910,Clearance,2023-12-18,82.7,4.4,t,1161,Do not bleach,Malaysia,Phylon,Knit
174,Converse Badminton Ultra,Converse,Badminton,Red,Women,2451000.0,10,4.6,697,Discontinued,2024-02-08,74.6,3.5,t,2587,Hand wash only,China,TPU,Mesh
175,Converse Sandals Lite,Converse,Sandals,Red,Women,795000.0,0,4.7,373,Regular,2020-08-20,10.5,3.2,t,2460,Do not bleach,Malaysia,Phylon,Knit
176,Converse Badminton Lite,Converse,Badminton,Purple,Unisex,1357000.0,0,3.6,110,Clearance,2024-11-18,70.5,3.0,f,1029,Machine wash cold,Vietnam,Leather,Leather
177,Puma Football Lite,Puma,Football,Purple,Unisex,2714000.0,0,4.4,627,Regular,2022-08-26,91.2,3.8,f,750,Do not bleach,Indonesia,Rubber,Knit
178,Puma Sandals Lite,Puma,Sandals,Purple,Men,2178000.0,10,4.8,237,Clearance,2023-04-24,70.5,2.8,t,2691,Machine wash cold,Malaysia,Leather,Canvas
179,Puma Badminton Pro,Puma,Badminton,Grey,Unisex,1406000.0,10,4.8,451,Discontinued,2022-07-08,63.6,3.8,f,3261,Do not bleach,Indonesia,Leather,Suede
180,Reebok Tennis Elite,Reebok,Tennis,White,Women,2244000.0,0,4.1,80,Clearance,2022-05-30,4.1,3.3,t,1682,Wipe with damp cloth,Indonesia,Rubber,Leather
181,Puma Running Ultra,Puma,Running,Blue,Men,646000.0,20,4.5,927,New,2020-04-21,5.1,4.6,t,1363,Hand wash only,Thailand,EVA,Leather
182,Adidas Sandals Pro,Adidas,Sandals,Pink,Unisex,2740000.0,50,4.9,494,New,2023-06-30,52.6,4.3,t,3051,Air dry only,Malaysia,Phylon,Suede
183,Reebok Basketball Elite,Reebok,Basketball,Orange,Women,1028000.0,20,3.5,762,Clearance,2023-03-11,14.8,3.4,t,4786,Machine wash cold,Vietnam,Leather,Mesh
184,Adidas Badminton Lite,Adidas,Badminton,White,Men,1511000.0,50,4.8,756,Clearance,2024-02-05,70.8,2.8,f,3297,Machine wash cold,Thailand,EVA,Canvas
185,Puma Sandals Classic,Puma,Sandals,Grey,Women,709000.0,0,3.6,100,Regular,2023-03-19,86.9,3.3,f,1701,Machine wash cold,China,Leather,Mesh
186,Nike Tennis Ultra,Nike,Tennis,Red,Unisex,2477000.0,0,4.7,491,Discontinued,2023-03-09,5.0,3.0,t,1868,Hand wash only,Thailand,Rubber,Nylon
187,Puma Sandals Ultra,Puma,Sandals,Orange,Unisex,866000.0,0,4.6,767,Clearance,2020-06-02,90.8,3.7,t,325,Air dry only,China,TPU,Canvas
188,Nike Football Ultra,Nike,Football,Navy,Men,823000.0,10,5.0,564,Discontinued,2020-05-24,20.5,4.8,t,2970,Machine wash cold,Thailand,Leather,Suede
189,Reebok Sandals Classic,Reebok,Sandals,Green,Men,2125000.0,30,4.2,122,Regular,2020-06-25,66.5,2.1,t,3842,Do not bleach,Indonesia,Phylon,Mesh
190,Nike Running Elite,Nike,Running,Blue,Men,1076000.0,50,3.7,838,Regular,2024-05-20,37.4,2.2,f,1917,Air dry only,China,Leather,Knit
191,Adidas Football Classic,Adidas,Football,Green,Women,2198000.0,0,3.8,250,Clearance,2021-08-03,95.5,4.1,t,286,Hand wash only,Indonesia,EVA,Suede
192,Converse Running Pro,Converse,Running,Grey,Women,1060000.0,0,4.0,157,Discontinued,2024-09-28,81.2,3.9,t,386,Machine wash cold,Vietnam,Leather,Synthetic
193,Converse Badminton Ultra,Converse,Badminton,Navy,Men,2537000.0,0,4.1,789,New,2024-11-25,14.2,1.6,t,3180,Air dry only,Indonesia,Phylon,Leather
194,Puma Sandals Ultra,Puma,Sandals,Green,Unisex,1448000.0,0,4.3,912,Discontinued,2020-10-06,90.4,2.9,f,4388,Machine wash cold,Vietnam,EVA,Knit
195,Converse Football Lite,Converse,Football,Pink,Men,880000.0,10,4.2,785,Discontinued,2021-06-06,38.5,2.0,t,3828,Machine wash cold,Vietnam,TPU,Synthetic
196,Nike Football Elite,Nike,Football,Black,Men,2003000.0,0,4.9,366,Regular,2023-02-17,71.4,1.7,t,3816,Machine wash cold,Vietnam,Phylon,Knit
197,Adidas Badminton Classic,Adidas,Badminton,Pink,Unisex,511000.0,0,4.6,840,New,2022-05-25,22.7,4.2,t,2182,Hand wash only,Malaysia,TPU,Leather
198,Converse Basketball Lite,Converse,Basketball,Grey,Men,2140000.0,10,3.9,954,Regular,2022-06-27,3.0,3.1,t,2408,Do not bleach,Indonesia,TPU,Nylon
199,Nike Casual Pro,Nike,Casual,Navy,Women,2709000.0,40,4.1,918,Regular,2020-04-12,83.9,1.4,t,3877,Do not bleach,China,Phylon,Synthetic
200,Adidas Running Lite,Adidas,Running,Red,Women,1932000.0,30,4.8,393,Discontinued,2022-03-17,62.0,2.7,t,4335,Do not bleach,Indonesia,EVA,Mesh
